Word,Socialness,Concreteness
jingle,3.1818181818181800,3.7
jinx,3.772727272727270,2.03
jittery,3.35,3.17
job,5.695652173913040,3.19
join,4.681818181818180,2.86
joke,5.428571428571430,2.9
jolt,2.473684210526320,3.41
jot,1.8421052631578900,3.3
journalism,5.809523809523810,2.37
journalist,6,4.04
journey,4,2.57
joy,5.125,2.37
joyful,4.363636363636360,2.12
joyous,5.304347826086960,2.19
joyride,3.3181818181818200,3.27
jubilee,4.545454545454550,2.29
judgment,5.3,1.68
judicial,4.473684210526320,2.12
judo,5.1,4.32
juggle,3.217391304347830,4.04
juice,1.64,4.89
jukebox,3.047619047619050,4.93
jumbo,1.9166666666666700,3.24
jumper,2.391304347826090,4.03
jumpy,3.2,2.63
junction,2.6842105263157900,3.96
juncture,2.869565217391300,3
jungle,1.9523809523809500,4.66
junior,5,3.5
junk,2,3.88
junkie,4.238095238095240,3.85
junky,3.6666666666666700,3.07
juror,4.55,4.29
justice,6.181818181818180,1.45
justifiable,4.631578947368420,1.86
justification,4.28,1.52
justify,4.315789473684210,1.45
juvenile,4.863636363636360,3.31
kamikaze,3.142857142857140,3.38
kangaroo,1.68,4.86
karate,4.782608695652170,4.14
karma,4.166666666666670,1.93
kebab,2.7916666666666700,4.85
keeper,4.333333333333330,3
keepsake,3.136363636363640,3.89
kennel,2.6,4.73
kerosene,1.6111111111111100,4.96
ketchup,1.434782608695650,5
keyboard,2.136363636363640,4.93
keyhole,1.8695652173913000,4.63
keynote,2.217391304347830,2.97
keyword,2.0833333333333300,2.89
kicker,3.2,3.88
kickoff,3.238095238095240,4.41
kiddo,4.809523809523810,3.16
kidnapper,5.12,4.29
kidnapping,5.72,3.47
kids,5.95,4.61
kill,5.095238095238100,3.9
killer,4.913043478260870,3.31
killing,5.833333333333330,3.43
killjoy,4.130434782608700,2.42
kilo,1.9565217391304300,3.17
kilometer,2.227272727272730,4.07
kind,6,2.07
kindergarten,5.666666666666670,3.9
kindling,2.85,3.76
kindness,6.142857142857140,1.74
kinetic,2.047619047619050,2.24
kink,4.2105263157894700,3.57
kinky,5.238095238095240,2.31
kinship,6.333333333333330,2.21
kissy,5.375,3.46
kitchen,3.7142857142857100,4.97
kitten,2.25,4.86
kiwi,1.6521739130434800,4.86
knack,3.0555555555555600,2.05
knapsack,2.3157894736842100,4.9
kneecap,1.9565217391304300,4.7
knickers,1.9,4.54
knighthood,4.954545454545450,2.78
knock,2.9545454545454500,4.24
knockoff,2.761904761904760,2.85
knockout,4.043478260869570,3.56
knowledge,4.625,1.73
kryptonite,1.9565217391304300,2.96
kudos,5.5,2
labor,5.523809523809520,3.08
laboratory,3.65,4.46
laborer,4.608695652173910,4.28
labyrinth,2.55,4.22
lace,1.7083333333333300,4.85
laceration,2.772727272727270,4.2
lack,2.227272727272730,2.04
lackey,4.15,3.26
lacrosse,3.636363636363640,4.28
lactose,1.818181818181820,4.18
ladder,1.6956521739130400,5
ladybug,2.142857142857140,4.92
lag,2.4347826086956500,3.04
lair,2.75,3.76
lame,3.7083333333333300,2.52
lament,3.9444444444444400,1.75
landfall,2.45,3.46
landlady,5.173913043478260,4.22
landlord,4.958333333333330,4.66
landmark,3.869565217391300,4.1
landscape,2.260869565217390,4.34
landscaping,3.04,4.21
landslide,2.727272727272730,4.36
language,6.421052631578950,2.35
lantern,1.4166666666666700,5
lapdog,3.3333333333333300,4.31
lapse,2.4285714285714300,2.85
larceny,4.55,2.6
large,2.952380952380950,3.37
laryngitis,2.1578947368421100,4.37
lasting,2.6,2.3
late,3.695652173913040,2.6
latent,2.9047619047619000,1.81
lateral,2.130434782608700,3.5
lather,1.681818181818180,3.77
latitude,2.05,2.54
laugh,5.521739130434780,4.21
laughable,4.571428571428570,2.07
laughingstock,5.15,2.78
laughter,5.857142857142860,4.22
launch,2.857142857142860,3.7
launcher,2.0869565217391300,3.87
launder,2.3333333333333300,3.18
laundering,3.952380952380950,2.82
laundry,2.1739130434782600,4.93
lavatory,2.9130434782608700,4.81
law,5.478260869565220,2.57
lawful,4.590909090909090,2.46
lawless,4.782608695652170,3.03
lawlessness,5.5,2.58
lawsuit,4.4,2.94
laxative,2.3181818181818200,4.07
layer,2.0952380952381000,3.52
layman,4,2.96
layout,1.5238095238095200,3.38
layover,3.130434782608700,2.93
laziness,4.25,2.21
lazy,4,2.67
leaded,3.3181818181818200,2.64
leaf,1.7391304347826100,5
league,4.869565217391310,3.46
leakage,1.7727272727272700,3.44
leaky,2,3.57
lean,2.590909090909090,3
leap,2.8333333333333300,3.86
learn,5.409090909090910,2.2
learner,4.954545454545450,3.28
lease,4.157894736842110,3.52
leave,3.45,2.53
lecturer,5.318181818181820,4.34
ledger,2.75,4.36
leech,3,4.33
leeway,2.761904761904760,1.96
leftovers,2.65,4.48
lefty,3.0952380952381000,3.32
legacy,4.4,1.4
legend,4.913043478260870,2.96
legendary,4.2272727272727300,2.04
legion,4.458333333333330,2.69
legislation,5,3.14
legislature,5.095238095238100,2.54
legit,3.695652173913040,2.29
legitimacy,5.052631578947370,2.07
legitimate,3.9565217391304300,1.63
legwork,2.6842105263157900,3.19
leisure,5.090909090909090,2.03
leisurely,3.65,1.9
lemonade,2.0952380952381000,4.83
lend,5,3.07
lengthy,2.5833333333333300,3.24
leniency,5.095238095238100,1.71
lenient,4.545454545454550,1.96
leopard,1.5833333333333300,5
leotard,2.1818181818181800,4.74
leprosy,2.9565217391304300,4.1
lesion,2.136363636363640,4.38
lessen,2.380952380952380,2.23
lesson,4.619047619047620,2.79
lethal,3.772727272727270,3.04
letterhead,2.4285714285714300,4.31
lettering,3.3181818181818200,4.41
lettuce,1.5909090909090900,4.97
level,2.0434782608695700,2.86
lever,1.6363636363636400,4.77
leverage,3.473684210526320,2.6
levitate,2.047619047619050,3.37
lewd,4.8,2.24
liability,4.6521739130434800,1.96
liable,3.391304347826090,2.04
liaison,5.7894736842105300,2.89
liar,5.5,3.43
liberate,5.217391304347830,2.29
liberating,4.434782608695650,1.81
liberation,4.818181818181820,2.21
liberty,5.681818181818180,1.85
libido,5.181818181818180,2.63
librarian,4.894736842105260,4.4
license,4.15,4
lie,5.9,3.11
lieutenant,4.809523809523810,4.41
life,5.739130434782610,2.69
lifeboat,3.8095238095238100,4.48
lifeguard,5.782608695652170,4.47
lifeless,2.9565217391304300,3.03
lifelike,3.5833333333333300,2.74
lifeline,4.391304347826090,3.28
lifelong,4.913043478260870,1.92
lifetime,4.454545454545450,2.15
ligament,2.1,4.33
lighten,2.636363636363640,2.93
lightheaded,2.9545454545454500,2.57
lighthouse,2.3043478260869600,4.96
lighting,1.88,4.38
lightness,2.04,2.6
lightning,1.8636363636363600,4.59
lightweight,2.8,2.93
likable,5.909090909090910,1.93
likelihood,3,1.73
likeness,4.75,2.22
lilac,1.7142857142857100,4.69
limber,2.6470588235294100,3.21
limbo,2.952380952380950,2.65
limelight,3.2083333333333300,2.54
limestone,1.4285714285714300,4.59
limit,2.4347826086956500,2.28
limitless,2.9757914338919900,1.71
limousine,4.083333333333330,4.63
line,1.826086956521740,4.5
lineage,4.541666666666670,3.15
linear,1.608695652173910,3.45
liner,2.6,4.2
lineup,4.666666666666670,3.79
linger,3.391304347826090,2.41
lingerie,3.4,4.87
lingering,3.3181818181818200,1.85
lingo,4.2272727272727300,2.27
linguist,5.45,3.72
linguistics,4.608695652173910,2.63
link,3.409090909090910,3.43
lint,2.0454545454545500,4.96
lipstick,2.7083333333333300,4.9
liquidate,2.863636363636360,2.79
listen,5.4,3.47
listener,5.7727272727272700,3.46
listing,3.4285714285714300,3.15
listless,2.727272727272730,2.07
liter,2.2083333333333300,4.24
literacy,5.2272727272727300,2.04
literary,3.260869565217390,2.32
literature,4.7,4.1
litigation,4.666666666666670,2.96
lively,4.7727272727272700,2.36
livestock,2.347826086956520,4.7
livid,3.8260869565217400,2.52
loader,2.388888888888890,3.43
loathe,4.85,2.04
loathing,4.2272727272727300,1.89
loathsome,3.526315789473680,2.19
lobbyist,5.647058823529410,3.71
lobotomy,2.55,3.15
lobster,1.65,4.86
local,4.434782608695650,3.04
localized,3.8,2.47
locate,3.0454545454545500,2.97
location,3.8333333333333300,3
locator,3.0454545454545500,3.18
locksmith,3.8,4.54
lockup,3.4583333333333300,3.12
locust,1.7142857142857100,4.8
lofty,2.8095238095238100,1.89
logic,3.9473684210526300,1.72
logical,3.76,2.11
logistics,4.090909090909090,2.48
lollipop,1.4545454545454500,4.96
loneliness,4.818181818181820,2.37
loner,3.3181818181818200,3.36
longevity,3.1904761904761900,1.9
longitude,1.5,2.93
longtime,2.7142857142857100,2.3
look,3.6666666666666700,2.96
looker,4.863636363636360,3.36
lookout,3.363636363636360,4.04
loony,3.85,2.15
loophole,2.739130434782610,2.63
loopy,3.5238095238095200,2.46
loose,3.4444444444444400,3.18
loosen,2.5,3.24
lord,5.136363636363640,3.04
lordship,5.2272727272727300,3
lore,3.9545454545454500,2.35
loser,4.916666666666670,2.35
loss,4,2.19
lost,2.8,2.67
loudmouth,5.545454545454550,3.16
loudspeaker,4.318181818181820,4.82
lousy,4.157894736842110,1.93
lovable,6.142857142857140,1.97
loveless,4.7727272727272700,1.86
loveliness,5.608695652173910,2.07
lovesick,5.086956521739130,2.09
low,2.2916666666666700,3.34
lowdown,2.65,2.38
lowlife,4.541666666666670,3.27
loyal,6.3478260869565200,1.69
loyalty,5.916666666666670,1.57
lubricant,2.142857142857140,4.52
lucid,3.3333333333333300,2.3
luck,3.473684210526320,1.33
lucrative,3.4347826086956500,1.69
ludicrous,3.789473684210530,1.68
luggage,2.375,4.83
lullaby,4.045454545454550,3.83
lumbar,2.55,3.96
lumber,1.7142857142857100,4.56
lumberjack,3.8260869565217400,4.75
luminous,2.047619047619050,3.12
lunacy,3.3333333333333300,1.76
lunatic,3.857142857142860,3.27
lunch,4.5,4.31
lunchtime,4.333333333333330,3.79
lurk,3.631578947368420,2.85
luscious,2.5789473684210500,1.93
lush,3.4347826086956500,2.8
lust,5.043478260869570,2.15
lustful,4.904761904761910,2.23
lusty,4.055555555555560,1.96
luxurious,3.9047619047619000,2.93
luxury,3.4166666666666700,2.59
lyrical,3.4285714285714300,2.15
macaroni,1.619047619047620,4.97
machete,2.1904761904761900,4.82
machine,2.272727272727270,4.25
machinery,2.4761904761904800,4.75
mad,4.636363636363640,2.76
madam,4.5,3.77
madhouse,4.523809523809520,3.1
madness,4.714285714285710,1.97
magenta,1.681818181818180,3.81
magic,3.130434782608700,2.9
magical,3.142857142857140,2.3
magician,4.454545454545450,4.21
magistrate,5.238095238095240,3.82
magnetic,1.85,3.4
magnetism,2.45,2.54
magnification,2.9047619047619000,3.52
magnify,2.4545454545454500,3.71
magnifying,2.5,3.5
magnitude,2.3333333333333300,2.43
magnolia,1.2777777777777800,4.71
mailing,4.043478260869570,3.63
mainstream,5.666666666666670,1.81
maintain,2.6842105263157900,2.32
maintenance,3.0454545454545500,3.07
majesty,4.4,1.94
majority,5.391304347826090,2.54
make,2.391304347826090,2.67
makeshift,2.608695652173910,2.83
makeup,5.0476190476190500,4.45
malaria,3.0434782608695700,3.93
malfunction,1.619047619047620,2.74
malice,3.1176470588235300,1.72
malicious,4.666666666666670,2.33
malignant,4.695652173913040,2.52
malnutrition,2.8181818181818200,3.1
malt,1.8571428571428600,4.57
mammal,4.363636363636360,4.59
man,5.6521739130434800,4.79
manage,4.25,2
management,6.181818181818180,2.72
manager,5.72,4.14
managerial,5.142857142857140,2.14
mandarin,2.863636363636360,3.67
mandate,3.7142857142857100,3.08
mandatory,3.4545454545454500,2.24
mandolin,2.4210526315789500,4.76
maneuver,2.2857142857142900,3.03
mangle,2.6666666666666700,3.34
manhole,3.111111111111110,4.7
manhood,5.25,2.59
manhunt,5.714285714285710,3.39
mania,3.761904761904760,2.42
maniac,4.521739130434780,3.1
maniacal,3.772727272727270,1.96
manicure,4.333333333333330,4.39
manicurist,3.5714285714285700,4.11
manifestation,4.6521739130434800,2.39
manifesto,4.791666666666670,3.24
manipulate,5.478260869565220,2.55
mankind,6.5,2.97
manned,4.9523809523809500,3.52
mannequin,2.8095238095238100,4.53
manner,3.909090909090910,1.62
manor,3.142857142857140,4.7
manpower,5.454545454545450,3.37
mansion,4.6,4.89
mansions,2.761904761904760,4.46
manslaughter,5.7272727272727300,3.37
mantle,1.9565217391304300,4.57
mantra,3.05,2.73
manufacture,4.190476190476190,3.07
manufacturer,4.666666666666670,3.69
manufacturing,3.4583333333333300,3.52
manure,2.08,4.64
manuscript,3.4166666666666700,4.57
maple,1.625,4.46
margarine,1.826086956521740,4.58
margin,2.0869565217391300,3.46
marijuana,4.043478260869570,4.89
mariner,3.7142857142857100,4.38
marital,6.142857142857140,2.04
marketing,6.25,2.33
marketplace,6.125,4.28
marksman,3.4761904761904800,4.12
marksmanship,4.105263157894740,3.15
marmalade,2.0869565217391300,4.83
marriage,6.761904761904760,2.51
marry,5.954545454545450,3.03
marshmallow,2.5454545454545500,4.85
martyr,5.478260869565220,3.07
marvel,3.8260869565217400,2.12
mascara,2.391304347826090,4.93
masculine,4.260869565217390,2.21
masculinity,4.608695652173910,2.67
masochist,4.409090909090910,2.73
masquerade,5.086956521739130,3.35
mass,3.25,3.44
massacre,5.869565217391310,4
massage,4.285714285714290,4.18
masses,4.826086956521740,3.14
masseur,5.409090909090910,4.39
masseuse,4.090909090909090,4.56
massive,3.380952380952380,3.21
master,5.956521739130440,2.63
masterful,4.28,1.93
mastermind,4.619047619047620,3
masterpiece,3.9565217391304300,3.11
mastery,3.739130434782610,2.69
masturbate,3.3333333333333300,4.18
masturbation,3.75,4.03
matching,4.08,2.82
matchmaker,5.666666666666670,3.12
mate,6.2,4.34
maternal,5.76,2.42
maternity,5.571428571428570,2.76
math,2.45,3.15
mathematical,2.473684210526320,2.9
mathematician,3.2,4.38
mathematics,3.1666666666666700,2.52
mating,6.380952380952380,3.53
matrimony,6.083333333333330,2.11
matrix,3.0434782608695700,3.11
matter,2.217391304347830,3.54
maturity,4.291666666666670,1.81
maverick,2.764705882352940,2.96
maximize,2.9166666666666700,1.79
maximum,2.5454545454545500,2.54
may,2.4761904761904800,3
mayday,4.333333333333330,2.74
mayflower,1.761904761904760,4.36
mayhem,4.72,2.24
mayonnaise,1.6363636363636400,4.9
meager,2.1052631578947400,2.08
mean,3.9565217391304300,2.5
meanie,4.476190476190480,2.43
meaning,3.5416666666666700,1.85
meaningful,3.5454545454545500,1.62
meaningless,2.7434944237918200,1.86
meanness,4.2727272727272700,2.21
measurement,2.6818181818181800,3.26
meathead,3.090909090909090,2.97
mechanical,2.347826086956520,3.17
mechanics,2.625,3.59
mechanism,2.7142857142857100,3.67
medallion,3.142857142857140,4.68
meddle,3.863636363636360,2.43
mediation,4.409090909090910,2.6
medical,4.7272727272727300,3.07
medicate,3.375,3.04
medication,3.727272727272730,4.53
medicine,4.583333333333330,4.79
medieval,3.5,2.46
mediocre,3.52,1.62
mediocrity,3.8,1.33
meditate,3.9565217391304300,3.25
meditation,4.105263157894740,2.85
medium,2.8947368421052600,3
medley,2.863636363636360,2.93
meek,3.5,2.22
meet,5.916666666666670,3
meeting,6.625,3.31
melancholy,4.304347826086960,2
melodrama,5.1,2.14
melody,3.3333333333333300,3.71
melon,1.6363636363636400,4.78
meltdown,3.6666666666666700,3.17
member,5.454545454545450,3.07
membership,5.956521739130440,3.04
memento,3.090909090909090,3.35
memorable,4.375,1.79
memorandum,3.5714285714285700,3.48
memorial,5.0476190476190500,3.68
memorize,2.857142857142860,3.3
memory,4.2727272727272700,2.38
menace,4.913043478260870,2.3
mend,3.3333333333333300,3.5
meningitis,2.85,4.11
menopause,3.45,3.19
menstrual,4.1,3.27
mental,5.190476190476190,2.04
mentality,4.96,2
menthol,1.6666666666666700,3.85
mention,3.8461538461538500,2.69
mentor,5.916666666666670,3.7
merchandise,3.56,4.52
merchant,5.368421052631580,4.31
merciful,5.428571428571430,1.63
merciless,4.6,1.96
mercy,5.130434782608700,1.57
mere,1.6666666666666700,1.43
merge,3.8333333333333300,3.24
merger,3.952380952380950,2.34
merit,4.666666666666670,1.66
message,5.7727272727272700,3.97
messenger,5.916666666666670,3.89
messiah,5.3,3.26
metabolic,2.4545454545454500,2.44
metabolism,2.782608695652170,2.27
metal,1.3636363636363600,4.87
metallic,2.347826086956520,4.03
metamorphosis,3.0833333333333300,3.11
metaphor,2.652173913043480,1.94
metaphysical,2.526315789473680,1.54
meteorite,1.9523809523809500,4.6
methane,2,4.32
method,2.272727272727270,2.41
methodical,3.260869565217390,1.93
methodology,3.75,1.76
meticulous,3.608695652173910,1.9
metric,1.9090909090909100,3.14
metropolis,6,3.89
metropolitan,6.105263157894740,2.89
microfilm,2.125,4.37
microphone,2.6666666666666700,4.88
microscope,2.1904761904761900,5
microscopic,1.761904761904760,3.46
microwave,1.7142857142857100,4.34
mid,1.7142857142857100,2.69
midair,1.6666666666666700,3.32
middleman,5.136363636363640,2.79
middleweight,3.4545454545454500,3.07
midlife,4.043478260869570,3.07
midline,1.9,3.42
midnight,2.238095238095240,3.14
midst,2.4761904761904800,2.33
midsummer,2.4583333333333300,3.36
midtown,3.84,3.46
midwife,5.590909090909090,4.56
mighty,4.083333333333330,2.61
migraine,2.9565217391304300,3.2
migrate,4.72,3.15
migration,5.7894736842105300,3.55
mileage,2.272727272727270,3.47
milestone,3.590909090909090,3.22
militant,5.7368421052631600,2.62
milkshake,1.8095238095238100,4.97
milky,2.0869565217391300,3.52
millennium,3.56,2.63
milligram,1.4285714285714300,3.61
millimeter,1.2173913043478300,4.38
million,2.6666666666666700,2.9
millionaire,5.142857142857140,3.6
millionth,1.826086956521740,2.7
millstone,2.3181818181818200,3.92
mimic,5.2272727272727300,3.22
mind,4.3478260869565200,2.5
mindful,3.4782608695652200,1.48
mindless,4.238095238095240,1.63
minefield,3.125,4.43
mingle,5.391304347826090,3.17
mini,1.92,2.89
miniature,1.5833333333333300,3.46
minimal,2.1818181818181800,2
minimize,2.625,2.37
minion,3.952380952380950,3.11
minister,5.75,4.22
ministry,6.260869565217390,3.21
minor,3.652173913043480,2.61
minority,4.695652173913040,2.65
minute,2.125,3.04
miracle,3.7916666666666700,1.96
miraculous,2.9545454545454500,1.93
mirage,2,3.32
mirror,2.2857142857142900,4.97
misbehave,4.809523809523810,2.07
miscarriage,4.217391304347830,3.11
mischief,4.380952380952380,1.9
mischievous,4.0476190476190500,2.37
misconduct,5.136363636363640,2.19
miserable,4,1.97
misery,3.9565217391304300,2.04
misfire,3.04,3.31
misfit,4.739130434782610,2.72
misfortune,4.5,2.07
mishap,3.5454545454545500,2.5
mislead,4.181818181818180,2.41
misplace,2.272727272727270,2.52
misread,3,2.07
miss,3.909090909090910,2.54
mission,3.652173913043480,2.9
mistake,4.173913043478260,1.97
mister,4.428571428571430,3.15
mistletoe,3.782608695652170,4.85
mistress,5.916666666666670,4.22
mistrust,5.086956521739130,2.04
misty,2.05,3.37
misuse,3.3684210526315800,2.07
mite,2,4.3
mitigate,3.15,2.16
mitigating,2.9130434782608700,2.5
mitten,1.8095238095238100,4.89
mixer,2.238095238095240,4.33
mixture,2.5217391304347800,3.79
mobile,3.695652173913040,2.93
mobility,3.2916666666666700,2.2
mobilize,4.823529411764710,2.62
mockery,4.045454545454550,2.33
mockingbird,2.1,4.75
mode,2.5,2.46
model,4.681818181818180,4.53
modeling,4.333333333333330,3.48
moderation,3.619047619047620,1.9
modest,4.291666666666670,2.21
modesty,4.96,2.23
modification,3.15,2.79
modify,2.4545454545454500,2.55
moisture,1.375,4.07
molecular,1.7391304347826100,3.09
molecule,2,3.27
molest,4.909090909090910,3.03
molten,1.6666666666666700,3.2
moment,3,1.61
momentary,2.72,1.93
momentous,3.3043478260869600,1.7
momentum,3.347826086956520,2.5
mommy,6.608695652173910,4.07
monarch,5.1,4.14
monarchy,5.409090909090910,2.55
monastery,4.818181818181820,4.75
monetary,4.25,2.96
monkey,2.28,4.9
monogamous,4.954545454545450,2.58
monogamy,5.6,1.7
monologue,3.8,3.3
monopoly,4.904761904761910,2.69
monotonous,3.4545454545454500,1.55
monoxide,1.55,2.9
monsieur,4.636363636363640,3.54
monster,3.363636363636360,3.72
monstrous,3.3684210526315800,2.48
montage,3,2.93
month,2.2083333333333300,4.2
monument,3.1904761904761900,4.58
moo,1.9047619047619000,3.4
mooch,4.444444444444450,2.28
mood,4.909090909090910,1.75
moody,4.956521739130440,2.36
moonlight,2.652173913043480,4.43
moonlit,1.565217391304350,3.48
moonshine,2.7142857142857100,4.46
mope,3.5555555555555600,2.17
moped,2.090909090909090,3.26
morale,5.608695652173910,1.85
morality,4.684210526315790,1.47
morbid,3.363636363636360,2.14
morning,1.894736842105260,3.44
moron,4.5,2.8
moronic,4.333333333333330,1.89
morph,2.789473684210530,2.7
morsel,2.2777777777777800,4.19
mortality,5.5,1.46
mortgage,3.136363636363640,3.14
mortician,3.8260869565217400,4.3
mortuary,4.916666666666670,4.52
mosque,5.428571428571430,4.54
mosquito,1.4736842105263200,4.88
moth,1.391304347826090,4.69
mother,6.666666666666670,4.6
motherhood,5.909090909090910,3
motherland,5.333333333333330,2.78
motherless,4.454545454545450,3.08
motherly,5.7894736842105300,2.46
motivate,5.260869565217390,2.07
motive,4,1.5
motorbike,1.88,4.79
motorboat,2.260869565217390,4.93
motorcycle,3.36,4.97
motorist,4.25,4.72
motto,5,2.48
mound,2.05,4.63
mountaintop,1.8333333333333300,4.56
mourn,4.869565217391310,2.33
mournful,4.190476190476190,2.1
mourning,5.363636363636360,2.17
mousetrap,1.7826086956521700,5
moustache,1.9565217391304300,4.96
mouthful,2.7142857142857100,3.96
mouthpiece,1.9523809523809500,4.66
mouthwash,1.8,4.67
move,3.7916666666666700,3.25
mucous,1.9545454545454500,4.17
muddy,2.3684210526315800,4.32
muffled,2.6,3.04
mug,2.04,4.8
mugger,4.608695652173910,4.27
mulberry,1.8636363636363600,4.48
mullet,2.136363636363640,4.78
multimedia,4.5,3.5
multinational,6.130434782608700,3.3
multiple,2.772727272727270,3.26
multiplex,3.2857142857142900,3.78
multiply,3.0434782608695700,2.79
multitude,3.6818181818181800,2.42
munch,2.869565217391300,3.82
mundane,3.6666666666666700,1.92
mural,2.391304347826090,4.66
murder,5.636363636363640,3.61
murderer,5.521739130434780,3.83
murderess,5.083333333333330,3.36
murderous,5.782608695652170,2.41
murky,2.142857142857140,3.08
murmur,3.875,3.19
muscular,3.130434782608700,3.82
muse,4.05,2.45
museum,5.16,4.6
musician,5.208333333333330,4.42
musk,2.3,3.44
musketeer,3.2083333333333300,4.08
must,2.347826086956520,2.13
muster,2.869565217391300,2.03
musty,2.0434782608695700,3.07
mutate,2.8333333333333300,2.52
mutation,3.3043478260869600,3.52
mute,3.84,3.24
muted,2.4166666666666700,2.57
mutilate,3.3,3.86
mutilated,3.136363636363640,2.59
mutilation,3.4761904761904800,3.14
mutiny,5.526315789473680,2.24
mutter,3.727272727272730,3.21
mutual,5.44,2.21
mysterious,3.4285714285714300,1.96
mystery,3.4285714285714300,2.33
mystic,4.105263157894740,2.59
mystical,3.772727272727270,2.07
mysticism,3.6818181818181800,1.86
mystique,3.5416666666666700,1.67
myth,4.173913043478260,2.17
mythical,2.9,2
mythology,4.157894736842110,2.15
naive,3.619047619047620,1.85
nakedness,3.739130434782610,3.76
name,4.4,3.5
nameless,4,1.83
nappy,3.363636363636360,3.19
narcissism,5.130434782608700,1.85
narcissist,4.666666666666670,2.17
narcissistic,4.7727272727272700,2.07
narcotic,4.3,4.04
narrative,3.7142857142857100,3.18
narrator,4.857142857142860,3.89
narrow,2.4166666666666700,3.04
nasal,2.761904761904760,3.83
nationality,6.478260869565220,2.74
nationwide,6.55,2.63
native,3.8260869565217400,3.03
nature,4.052631578947370,2.92
naughty,4.304347826086960,2.04
nausea,2.5833333333333300,3.36
nauseating,2.227272727272730,2.83
nauseous,3.857142857142860,2.41
nautical,2.5,2.45
navigate,3.380952380952380,2.68
navigation,3.0869565217391300,2.35
navigator,3.85,3.9
nearsighted,3.090909090909090,3.52
necessity,3.772727272727270,2.08
necklace,1.6842105263157900,4.96
necktie,2.130434782608700,4.96
nectar,2.272727272727270,4.63
needle,1.4782608695652200,4.93
needlepoint,1.8,4.48
needy,4.173913043478260,2.28
nefarious,3.9,1.85
neglect,5.291666666666670,2.26
negligent,4.625,1.92
negligible,2.3043478260869600,1.65
negotiate,5.409090909090910,2
negotiator,6,3.85
neighbor,6,4.64
neighboring,5.8,3.04
nemesis,4.5,2.89
nephew,5.739130434782610,4.48
nerd,4.086956521739130,3.23
nervousness,4.304347826086960,2.31
nether,2.0454545454545500,1.86
network,4.857142857142860,3.2
networking,5.6,2.69
neurologist,3.909090909090910,4.1
neurology,3.5652173913043500,2.5
neurosis,2.7222222222222200,2.41
neurotic,3.4782608695652200,1.86
neuter,2.7,3.11
neutral,2.7142857142857100,1.8
neutralize,3.2,2.28
neutron,1.6956521739130400,2.69
new,2.844155844155840,2.81
newcomer,5.9523809523809500,3.13
newfound,2.909090909090910,2.14
news,4.809523809523810,3.41
newscast,3.9047619047619000,4.26
newscaster,4.869565217391310,4.5
newsflash,4.090909090909090,3.82
newsletter,4.2105263157894700,4.66
newsman,5.166666666666670,4.26
newspaper,4.6521739130434800,4.82
newspaperman,5.333333333333330,4.5
newsreel,4.681818181818180,4.48
newsroom,5.619047619047620,4.54
newsstand,3.5,4.71
newt,1.5555555555555600,4.17
nibble,1.9444444444444400,3.72
niche,4.315789473684210,2.52
nickname,4.818181818181820,2.97
nicotine,2.2916666666666700,4.1
nigger,5.08,3.5
nightcap,2.7777777777777800,4.41
nightclub,6.0724907063197000,4.96
nightfall,1.7083333333333300,3.79
nightgown,2,4.9
nightie,2.090909090909090,4.3
nightlife,6.291666666666670,3.17
nightmare,2.4761904761904800,2.96
nightstick,3.047619047619050,4.74
nimble,2.9130434782608700,2.34
nineteen,2.6956521739130400,3.26
ninety,1.9047619047619000,3.39
nip,2.4545454545454500,3.43
nippy,2.8095238095238100,2.91
nitrate,1.6111111111111100,2.96
nitrogen,1.318181818181820,3.41
nitrous,1.35,3.08
nobility,5.708333333333330,2.81
nobleman,5.545454545454550,3.85
nocturnal,2.8333333333333300,2.67
noir,2.875,2.59
noise,3.869565217391300,3.52
nominate,4.238095238095240,2.96
nomination,4.956521739130440,2.85
nonchalant,4.2727272727272700,1.88
nonfat,2.272727272727270,3.11
nonfiction,3.0833333333333300,3.5
nonsense,2.88,2.38
nonviolent,4.954545454545450,2.5
noon,2.869565217391300,2.67
norm,4.24,2.11
normalcy,4.391304347826090,1.77
northern,2.4210526315789500,3.13
northwestern,2.380952380952380,2.93
nosebleed,1.565217391304350,4.43
nostalgia,5,1.83
nostalgic,5.318181818181820,1.88
nostril,1.736842105263160,4.89
nosy,4.8,2.07
notable,3.3333333333333300,2
notch,1.85,4.23
notice,3.625,3.3
noticeable,4.086956521739130,2.29
notification,3.5714285714285700,3.34
notify,4.16,3.04
notion,3.772727272727270,1.93
notoriety,5.2272727272727300,2
notorious,4.428571428571430,1.63
noun,2.136363636363640,3.15
nourish,4.684210526315790,2.26
nourishment,3.6818181818181800,2.97
novelist,4.304347826086960,4.07
novelty,3.3,2.21
novice,4.333333333333330,2.68
nuclear,2.782608695652170,2.97
nucleus,2.652173913043480,3.48
nudist,5.304347826086960,4.66
nudity,4.2,4.13
nugget,1.85,4.45
nuisance,4.0476190476190500,2.19
numb,2.3181818181818200,3.1
number,2,3.3
numerical,2.1052631578947400,3.07
numerous,3.1578947368421100,2.57
nunnery,5.4,3.5
nuptials,4.55,3.15
nursemaid,5.409090909090910,4.5
nursery,5,4.48
nursing,6.052631578947370,3.76
nurture,5.181818181818180,2.24
nutcracker,1.6956521739130400,4.81
