Word,Socialness,Concreteness
exclude,4.68,2.62
excrement,1.9,4.43
excursion,5.260869565217390,2.93
excuse,4.473684210526320,2.29
execute,4.625,2.76
execution,4.576923076923080,3.93
executioner,4.782608695652170,4.17
executor,4.88,3.23
exemplary,3.5652173913043500,1.64
exemption,3.0952380952381000,2.17
exercise,3.8,3.87
exert,2.8095238095238100,2.43
exhaust,2.772727272727270,2.96
exhaustion,3.863636363636360,3.04
exhibit,4.764705882352940,3.5
exhibition,5.2727272727272700,3.52
exhumation,3.7222222222222200,3.33
exhume,3.0588235294117600,3.85
exile,4.76,2.15
exist,4.111111111111110,2.38
existence,5.173913043478260,1.54
existential,2.9545454545454500,1.73
existing,3.772727272727270,2
exodus,4.176470588235290,2.59
exonerate,4.739130434782610,1.75
exorcism,4.0476190476190500,2.86
exorcist,5.2727272727272700,3.43
exotic,3.652173913043480,2.11
expand,2.15,3.36
expansion,3.75,3
expect,3.631578947368420,1.89
expedition,4.454545454545450,2.96
expel,3.869565217391300,2.88
expendable,3.2857142857142900,1.4
expense,2.3181818181818200,2.57
expensive,3.217391304347830,3.13
experiment,3.652173913043480,3.38
expert,4.909090909090910,2.85
expertise,4.428571428571430,1.64
expiration,2.6666666666666700,2.61
expire,2,2.73
explicit,3.5,1.86
exploit,4.44,1.68
exploration,3.863636363636360,2.83
explore,4.666666666666670,2.9
explorer,3.92,4.04
expo,3.5238095238095200,3.21
export,4.521739130434780,2.76
expose,4.095238095238100,3.46
exposition,3.772727272727270,2.46
exposure,3.739130434782610,2.39
express,4.636363636363640,2.21
expression,5.136363636363640,2.54
expressive,4.869565217391310,2.03
expressway,3.15,4.03
expulsion,4.954545454545450,2.86
exquisite,3.3181818181818200,1.78
extend,2.909090909090910,2.93
extension,2.652173913043480,2.93
extensive,2.363636363636360,1.79
extent,1.9523809523809500,1.44
exterminate,4,2.86
extermination,3.8181818181818200,2.37
external,3,2.82
extinct,2.5,2.53
extinguish,2.909090909090910,3.47
extinguisher,2.12,4.7
extort,3.473684210526320,2.59
extortion,4.2727272727272700,2.69
extraction,2.5833333333333300,3.14
extraterrestrial,2.3846153846153800,2.5
extravagance,4.476190476190480,1.73
extravaganza,4.136363636363640,2.58
extremity,2.142857142857140,3.07
eyeball,1.631578947368420,4.92
eyeful,3.4545454545454500,3
eyeglasses,2.347826086956520,4.92
eyelash,1.7,5
eyesight,3.227272727272730,3.59
eyewitness,5.842105263157900,3.61
fable,3.4210526315789500,3.07
fabled,4.285714285714290,2.11
fabrication,3.6818181818181800,2.86
fabulous,3.8260869565217400,2.12
facade,3.090909090909090,3.19
faceless,2.409090909090910,3
fact,3.4583333333333300,2.72
faction,4.75,2.85
factor,2.0952380952381000,2.79
factual,3.2857142857142900,2.41
fad,4.35,2.36
fade,2.4,2.48
fag,2.9565217391304300,2.93
faggot,4.3,3.57
fail,3,3
failure,3.7,2.08
fairness,5.619047619047620,1.83
faith,4.85,1.63
faithless,3.2083333333333300,1.7
faker,4.5,2.89
fallacy,3.090909090909090,1.8
fallout,3.04,2.62
fame,5.708333333333330,1.96
famed,5.809523809523810,1.81
familiarity,5.454545454545450,2.14
family,6.722532588454380,4.23
famous,5.695652173913040,2.07
fanatical,5.125,2.17
fanciful,3.5454545454545500,1.8
fancy,4.578947368421050,2.5
fanfare,5.095238095238100,3.36
fantasy,3.4347826086956500,1.59
faraway,2.4,2.96
farce,3.619047619047620,2.32
farewell,6.190476190476190,2.21
farmhouse,3.1739130434782600,4.74
farming,3.9166666666666700,3.46
farmland,3.590909090909090,4.86
fascinate,4.454545454545450,1.75
fascination,4.5,1.89
fascism,4.958333333333330,1.83
fashion,4.521739130434780,3.43
fatal,3.1739130434782600,3.19
fatality,3.4285714285714300,3.5
fate,3.743970315398890,1.53
fateful,4,1.31
fathead,2.210526315789470,3.11
fatherhood,6.173913043478260,2.76
fatherland,4.666666666666670,2.74
fatherly,6.285714285714290,2.56
fathom,2.5,2.07
fatigue,3.8095238095238100,3.14
fatten,3.2,3.23
fault,4.095238095238100,2.41
faulty,3.25,2.1
favor,4.590909090909090,2.07
favorable,3.727272727272730,2.32
favorite,3.15,2.71
favoritism,5.25,1.93
fear,4.181818181818180,2.57
fearful,4.238095238095240,2.2
fearless,4.7272727272727300,1.9
fearsome,4.136363636363640,2
feasible,3.473684210526320,1.57
feat,3,2.44
feature,3.35,2.96
federation,6.095238095238100,2.24
feeble,3.1052631578947400,2.59
feedback,5.545454545454550,2.48
feeling,4.695652173913040,1.68
feign,4.65,2.11
felony,4.588235294117650,3.5
feminine,4.6,2.41
femininity,4.88,2.17
femme,4.909090909090910,2.95
femur,2.2857142857142900,4.88
fend,3.4444444444444400,2.34
fern,1.65,5
ferocious,4.571428571428570,2.96
ferret,1.6666666666666700,4.97
ferryboat,2.9,4.77
fertile,4,2.96
fertility,4.571428571428570,2.59
fertilize,3.2857142857142900,3.72
fertilizer,2.05,4.76
festival,6.636363636363640,4.33
festive,5.636363636363640,2.74
fetch,3.409090909090910,3.42
fetish,5.380952380952380,2.48
feud,5.086956521739130,3.18
fever,2.1904761904761900,3.27
feverish,4,2.57
fiancee,6.125,3.86
fiasco,3.8181818181818200,2.28
fib,3.2,2.47
fiber,1.631578947368420,4.5
fickle,2.9047619047619000,2.24
fiction,3.695652173913040,2.14
fictional,3.0869565217391300,2.11
fictitious,3.142857142857140,2.46
fidelity,5.75,1.87
field,2.4285714285714300,4.26
fiend,4.545454545454550,2.93
fierce,3.76,2.62
fiery,3.347826086956520,3.23
fiesta,6.2272727272727300,4.12
fifteen,2.1739130434782600,3.37
fifty,2.1052631578947400,3.48
figment,2.3333333333333300,2.04
figure,3.3043478260869600,3.63
fill,2.857142857142860,3.32
filler,2.130434782608700,2.92
fillet,1.4761904761904800,4.75
filter,2.608695652173910,4.59
filthy,3.125,3.53
filtration,2.1666666666666700,3.5
final,3.2083333333333300,2.67
finale,2.875,2.76
finalist,4.95,3.79
finality,2.5238095238095200,1.67
finalize,2.5454545454545500,2.14
finance,4.3478260869565200,3.36
financial,4.217391304347830,2.52
find,2.4347826086956500,2.63
finder,3.8260869565217400,3
fine,3.4782608695652200,2.61
finesse,3.85,1.86
fingernail,1.736842105263160,4.93
fingerprint,3.363636363636360,4.96
finish,2.380952380952380,2.89
fire,3.3,4.68
firearm,3.1,4.64
fireball,1.6363636363636400,4.32
firecracker,3.090909090909090,4.68
firefight,5.863636363636360,3.54
firelight,2.0416666666666700,4.43
fireplace,3.44,4.68
firepower,2.88,3.67
fireside,2.0952380952381000,3.84
firewood,2.909090909090910,4.93
fireworks,4.285714285714290,4.86
firm,4.08,3.54
first,2.9166666666666700,2.76
firstborn,5.2727272727272700,4.04
fisherman,4.666666666666670,4.73
fishy,2.772727272727270,2.96
fit,4.090909090909090,2.7
fitness,4.92,3.11
fix,3.272727272727270,2.93
fixable,2.590909090909090,2.59
fixation,3.5238095238095200,1.67
fixer,4,3.54
fixture,2.090909090909090,4.17
fizz,2.2,4.62
flabby,1.9047619047619000,3.3
flaccid,2.8095238095238100,3.62
flagpole,1.85,4.86
flagrant,3.6,2.07
flagship,2.9545454545454500,3.89
flair,2.5238095238095200,2.46
flaky,2.7,2.93
flamboyant,4.416666666666670,2.18
flamethrower,1.8333333333333300,4.57
flamingo,1.6111111111111100,4.81
flammable,2.35,3.61
flannel,1.2941176470588200,4.43
flares,2.619047619047620,4.5
flashback,2.727272727272730,2.36
flashlight,1.84,5
flashy,3.142857142857140,2.86
flask,1.5,4.79
flatfoot,2.2857142857142900,4.07
flatten,1.6363636363636400,3.86
flattery,4.6521739130434800,2.71
flaunt,4.714285714285710,2.27
flavor,2.5,3.55
flaw,3.4347826086956500,2.86
flawed,4.608695652173910,2.26
flawless,3.2916666666666700,2.52
flea,2.1578947368421100,4.89
fleabag,2.238095238095240,3.27
fleet,4.25,3.81
fleshy,2.375,3.56
flexibility,3.5,2.96
flexible,3.5217391304347800,2.64
flighty,3.857142857142860,2.08
flimsy,2.3043478260869600,3.19
flinch,2.590909090909090,3.59
fling,3.952380952380950,3.14
flipper,1.380952380952380,4.26
flipping,2.28,3.44
flirt,6.333333333333330,3.26
flirtation,5.391304347826090,2.19
flirty,6.380952380952380,2.81
float,2.652173913043480,4.07
floater,2.727272727272730,4.07
flock,3.65,4.67
flooring,1.4782608695652200,4.43
flop,2.6666666666666700,3.93
floral,2.238095238095240,3.75
florist,4.45,4.62
floss,2.4,4.41
flotation,2.25,3.81
flounder,2.1,3.92
flourish,4.363636363636360,2.1
flowery,2.6666666666666700,2.68
fluent,3.772727272727270,1.93
fluke,2.526315789473680,2.34
flunk,3.3333333333333300,2.4
fluorescent,1.6956521739130400,3.78
flutter,2.5217391304347800,3.4
flux,2.6666666666666700,2.54
flyer,3.5454545454545500,4.19
focal,3.4545454545454500,2.09
focus,4.157894736842110,2.35
foe,4.090909090909090,2.96
folder,1.8695652173913000,4.93
foliage,1.9,4.67
folklore,5.826086956521740,2.5
follow,4.956521739130440,3.26
follower,6.2727272727272700,3.15
fondness,4.904761904761910,1.66
fondue,2.85,4.79
food,4,4.8
fool,4.25,3.19
foolhardy,3.95,1.69
foolish,3.9130434782608700,1.84
foolproof,3.1739130434782600,1.79
footage,3.272727272727270,3.42
foothold,2.1904761904761900,4.03
footing,3.0869565217391300,3.57
footloose,3.4761904761904800,2.15
footprint,3.0434782608695700,4.37
footwear,2.5238095238095200,4.66
footwork,2.0833333333333300,3.32
forbid,3.75,1.96
force,3.6666666666666700,3
forceful,3.6666666666666700,2.07
forces,3.68,2.69
fore,2.4705882352941200,2.52
forearm,1.2916666666666700,4.69
forecast,2.65,2.78
foreclose,3.5238095238095200,3.04
foreclosure,3.7,3.3
forefront,2.0454545454545500,3
forego,3.590909090909090,2.37
foregone,2.909090909090910,1.52
foreground,2.090909090909090,2.93
forehead,1.5909090909090900,4.9
foreign,5.2,2.5
foreigner,5.25,3.32
forensic,3.363636363636360,2.62
foreplay,6.2272727272727300,3.22
foresee,3.130434782608700,2.08
foresight,2.65,1.79
forest,1.9,4.76
forfeit,3.380952380952380,2.63
forge,2.409090909090910,4.04
forger,3.1052631578947400,3.71
forgery,3.0833333333333300,3.03
forgetful,4.32,2.28
forgive,5.909090909090910,1.92
forgiveness,6.166666666666670,1.44
forgiving,5.181818181818180,1.78
forklift,1.3333333333333300,4.79
forlorn,2.611111111111110,1.76
form,2.857142857142860,3.13
formal,5.166666666666670,2.7
format,2.0454545454545500,2.9
formation,4.428571428571430,3.23
formidable,3.869565217391300,1.76
formulate,3.363636363636360,2.59
fornicate,6.217391304347830,3.46
fornication,6.190476190476190,3.66
forsake,4,1.96
forte,2.9444444444444400,2.39
fortitude,4.05,2.04
fortnight,2.347826086956520,2.71
fortress,2.2857142857142900,4.8
fortuitous,3.2222222222222200,1.67
fortunate,4.086956521739130,2.04
fortune,4.173913043478260,2.9
foundation,3.52,3.74
founder,4.478260869565220,3.66
founding,4.045454545454550,2.3
four,2.130434782608700,3.37
foursome,5.304347826086960,4
fourteen,2.409090909090910,3.04
foxtrot,3.2777777777777800,4.25
foxy,3.1666666666666700,2.19
fraction,1.9166666666666700,3.1
fracture,1.681818181818180,4.03
fragile,3.857142857142860,2.86
fragment,1.6521739130434800,4.1
fragrance,3.6,4.03
fragrant,2.409090909090910,3.35
frail,3.363636363636360,2.55
framework,3,3.24
franchise,3.652173913043480,3.07
frantic,3.8260869565217400,2.1
fraud,3.8333333333333300,1.68
fray,3.4545454545454500,3.18
freak,4,2.93
freakish,3.772727272727270,2.17
freaky,4.095238095238100,2
freckle,2.0454545454545500,4.56
freebie,3,2.67
freedom,6.217391304347830,2.34
freelancer,4.36,3.08
freeman,4.521739130434780,3.32
freestyle,3.6818181818181800,2.73
freeze,2.6842105263157900,3.96
freezer,1.826086956521740,4.87
freezing,2.272727272727270,4.04
freighter,2.4,4.42
frenzy,4.363636363636360,2.31
frequency,2.4782608695652200,2.69
frequent,2.375,2.25
freshen,2.3333333333333300,2.17
freshman,4.454545454545450,3.79
freshness,2.272727272727270,2.12
fret,3.7222222222222200,2.65
friction,2.8260869565217400,3
friend,6.681818181818180,3.07
friendless,6.2,2.3
friendly,6.492565055762080,2.32
friendship,7,2.39
fright,3.869565217391300,2.52
frighten,4.458333333333330,3.07
frightful,3.727272727272730,2.21
frigid,3.45,3.28
fringe,2.8260869565217400,3.38
frisk,3.7142857142857100,2.79
frisky,3.863636363636360,2.4
frivolous,3.608695652173910,2.43
frontal,3.3181818181818200,3.38
frontier,3.0952380952381000,3.3
frostbite,1.8371647509578500,4.33
frosted,1.5,4
frosting,1.4285714285714300,4.86
frosty,2.380952380952380,3.9
fruitcake,2,4.62
fruitful,3.6666666666666700,2.38
fruity,1.8095238095238100,2.69
fryer,2.1818181818181800,4.5
fuck,5.523809523809520,3.19
fucker,4,2.61
fucking,5.434782608695650,3.43
fulfill,3,1.78
fullness,2.8333333333333300,2.58
fumble,2.590909090909090,3.47
function,3.7916666666666700,1.92
functional,3.12,2.55
fund,4.363636363636360,3.18
funding,3.5238095238095200,3.17
fundraising,5.285714285714290,2.63
funeral,6.52,3.83
funk,3.636363636363640,1.92
funky,3.4545454545454500,2.04
funny,5.681818181818180,2.5
furious,4.2105263157894700,2.31
furnishings,2.6956521739130400,4.31
furniture,2.25,4.89
furry,3.65,3.96
fury,4.130434782608700,2.89
fusion,2.4761904761904800,3.3
fuss,3.5,2.43
fussy,4.826086956521740,2.61
futile,2.739130434782610,1.52
futility,3.263157894736840,2.1
gadget,3.0434782608695700,4.6
gain,2.9565217391304300,2.24
galactic,3.0454545454545500,2.57
galaxy,3.05,3.66
gall,3.772727272727270,2.6
gallbladder,1.65,4.63
gallery,3.727272727272730,4.44
gallows,1.85,4.35
galore,2.9047619047619000,1.78
gamble,4.565217391304350,3.17
gambler,5.15,4.03
gambling,4.291666666666670,3.54
game,4.958333333333330,4.5
gaming,5.095238095238100,3.5
gamma,1.5,3.24
gangrene,2.35,4.16
gangster,5.75,3.93
gaping,2.0952380952381000,2.78
garage,2.652173913043480,4.96
garbage,2.266294227188080,4.69
garbled,2.85,1.96
gardener,4.208333333333330,4.5
gardening,3.863636363636360,3.86
gargle,2.1666666666666700,4.31
gargoyle,2.0952380952381000,4.85
gassy,1.9,2.89
gastric,1.9565217391304300,3.21
gatekeeper,5.238095238095240,4.21
gateway,2.75,4.07
gather,4.458333333333330,2.75
gauge,2.4,4
gauntlet,2.8421052631578900,4.43
gauze,2,4.62
gay,5.916666666666670,2.52
gaze,3.4166666666666700,3.43
gazebo,2.5,4.79
gender,4.545454545454550,3.33
genealogy,5.4,2.37
generate,2.636363636363640,2.23
generator,1.7916666666666700,4.23
generic,2.636363636363640,2.63
generous,5.85,2.25
genetic,3.380952380952380,2.73
genetics,4.454545454545450,3.19
genie,2.5454545454545500,3.25
genital,3.857142857142860,4.19
genitalia,3.619047619047620,4.69
genius,5.409090909090910,3
genocide,6.086956521739130,2.34
genome,2.55,3.39
genre,3.090909090909090,2.37
gentile,4.761904761904760,2.68
gentle,4.739130434782610,2.53
gentleman,5.7,3.57
genuine,4.409090909090910,2.03
geographic,3.4782608695652200,3.21
geographical,2.9473684210526300,2.92
geography,4,3.11
geological,2.1052631578947400,2.67
geologist,3.8,4.41
geology,2.7083333333333300,2.9
geometric,2,3.4
geometry,1.4583333333333300,3
geriatric,3.9444444444444400,2.93
gesture,4.947368421052630,3
getaway,3.863636363636360,3.11
ghastly,2.8,2
ghost,2.0952380952381000,3.19
ghostly,3,1.97
gibberish,3.863636363636360,2.33
giddy,3.9130434782608700,2.17
gifted,4.3,1.85
gig,5.142857142857140,2.89
gigantic,2.9583333333333300,2.57
gigolo,5.055555555555560,3.07
gimmick,3.3181818181818200,2.34
gingerbread,1.6363636363636400,4.88
giraffe,1.3478260869565200,4.73
girl,5.190476190476190,4.85
girlfriend,6.166666666666670,4.25
girlie,4,2.93
girlish,5.157894736842110,2.21
girth,2.391304347826090,3.48
gist,2.95,1.81
give,5.681818181818180,2.83
giveaway,4.7727272727272700,2.9
giver,5.545454545454550,3.38
glacier,2,4.7
glad,4.7727272727272700,2.36
glade,2.0454545454545500,3.96
gladiator,4.238095238095240,4.82
glamorous,4.523809523809520,2.52
glamour,5.238095238095240,2.11
glance,3.526315789473680,3.48
glare,3.652173913043480,3.83
glaucoma,1.9411764705882400,4.23
glaze,1.65,4
gleaming,2.619047619047620,2.52
glee,4.681818181818180,2.27
glimmer,2.32,3.26
glimpse,3.56,3.08
glitch,2.047619047619050,3.03
glitter,2,4.43
gloat,4.619047619047620,2.3
global,5.857142857142860,2.93
gloom,2.6666666666666700,1.86
gloomy,3.857142857142860,2.52
glorified,4.045454545454550,1.76
glorious,4.28,1.85
glory,4.478260869565220,1.45
glossy,1.9545454545454500,3.48
glucose,1.8,3.96
glutton,3.736842105263160,3.16
go,2.782608695652170,3.15
goal,3.4782608695652200,3.06
gobble,2.65,3.37
goddamned,3.0869565217391300,1.44
goddess,4.333333333333330,2.63
godfather,5.761904761904760,4.14
godless,3.409090909090910,1.54
godmother,6,3.72
godsend,4.142857142857140,1.54
goggle,1.9545454545454500,4.42
goggles,2,4.93
golden,2.1818181818181800,3.12
goldfish,1.6363636363636400,4.79
golfer,4.478260869565220,4.71
golfing,4.75,4.3
goner,3.217391304347830,2.12
goo,1.3,3.54
goodie,3.2,2.64
goodness,5.041666666666670,1.38
goodwill,5.826086956521740,2.54
goof,4.65,2.54
goofball,3.65,3.18
goofy,5,2.62
goon,3.636363636363640,3.3
goose,1.818181818181820,4.81
gorgeous,4.681818181818180,2.25
gory,3.35,2.8
gossip,5.666666666666670,3
gothic,3.25,2.83
gourmet,3.4166666666666700,3.07
govern,6.260869565217390,2.21
governess,5.136363636363640,3.89
government,6.210037174721190,2.88
governor,5.863636363636360,4.07
grab,3.136363636363640,3.52
graceful,4.954545454545450,2.37
gracious,5.391304347826090,2.17
grade,3.9545454545454500,3
grader,3.823529411764710,3.37
gradual,2.375,1.9
graduate,4.826086956521740,3.07
graduation,5.826086956521740,3.79
graft,2.047619047619050,3.4
grail,2.142857142857140,4.23
grammar,3.5416666666666700,3.19
grandchild,6.0476190476190500,4.26
granddaughter,5.625,4.37
grandfather,5.739130434782610,4.86
grandiose,3.631578947368420,2.38
grandma,5.826086956521740,4.54
grandpa,5.6,4.39
grandson,6.454545454545450,4.3
grandstand,2.5714285714285700,4.03
granny,5.5,4.24
grapefruit,2.375,4.96
grapevine,2.5,4.69
graph,2.0952380952381000,4.66
graphic,2.6818181818181800,3.2
graphics,3.16,4.59
graphite,2.0434782608695700,4.58
grappling,3.473684210526320,3.12
grasshopper,1.65,4.91
