intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,embResp.rt,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,k,1,0.7143,,,,,,A1_B1,variation,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,41,41,20,1,7,A2_B1,2.090909091,Noun,1,10.11,2.46,5.53,1.813,9,,,
,,,,k,1,0.5251,,,,,,A2_B1,speech,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,42,42,266,1,8,A1_B2,6.08,Noun,1,6.22,3.37,5.62,3.288,6,,,
,,,,,1,,,,,,,A1_B2,install,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,43,43,101,1,33,A1_B1,2.571428571,Verb,1,10.14,3.19,5.95,2.143,7,,,
,,,,,1,,,,,,,A2_B2,compete,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,44,44,251,1,4,A1_B1,5.428571429,Verb,1,6.94,2.57,5.35,2.636,7,,,
,,,,k,1,0.6687,,,,,,A2_B1,foreigner,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,45,45,78,1,24,A1_B1,5.25,Noun,1,10.39,3.32,4.68,2.179,9,,,
,,,,k,1,0.6508,,,,,,A2_B1,dialect,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,46,46,154,1,47,A2_B1,5.523809524,Noun,1,11.5,2.67,6,1.839,7,,,
,,,,k,1,0.6297,,,,,,A2_B1,flirtation,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,47,47,22,1,7,A2_B1,5.391304348,Noun,1,10.53,2.19,5.78,1.568,10,,,
,,,,k,1,0.7897,,,,,,A1_B1,dioxide,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,48,48,12,1,5,A2_B1,1.363636364,Noun,1,11.4,2.81,4.58,1.724,7,,,
,,,,k,0,2.8982,,,,,,A1_B2,tremble,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,49,49,105,1,34,A1_B2,2.227272727,Verb,1,8.89,3.61,3.18,2.061,7,,,
,,,,k,1,0.5573,,,,,,A1_B1,figment,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,50,50,256,1,6,A1_B1,2.333333333,Noun,1,9.63,2.04,5,1.748,7,,,
,,,,k,1,0.7202,,,,,,A1_B1,anomaly,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,51,51,156,1,49,A2_B2,2.111111111,Noun,1,12.44,1.79,4.84,1.806,7,,,
,,,,,1,,,,,,,A2_B2,connect,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,52,52,255,1,5,A2_B1,5.708333333,Verb,1,7.58,2.88,6.61,2.693,7,,,
,,,,k,1,0.5945,,,,,,A1_B1,time,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,53,53,200,1,62,A1_B1,2.88,Noun,0.99,5.16,3.07,5.6,5,4,,,
,,,,k,1,0.646,,,,,,A1_B1,drawback,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,54,54,128,1,41,A1_B1,2.708333333,Noun,1,9.63,2.52,4.38,1.518,8,,,
,,,,,1,,,,,,,A1_B2,maximize,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,55,55,245,1,3,A2_B1,2.916666667,Verb,1,10.58,1.79,6.2,1.663,8,,,
