intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,embResp.rt,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,,1,,,,,,,A2_B2,banish,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,56,56,35,1,10,A2_B2,5.136363636,Verb,1,9.89,2.41,3.85,1.845,6,,,
,,,,k,1,0.9365,,,,,,A2_B1,immigration,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,57,57,174,1,54,A2_B1,6.090909091,Noun,0.98,12.63,3.03,4,2.111,11,,,
,,,,k,1,0.9541,,,,,,A2_B1,attendance,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,58,58,238,1,1,A2_B1,5.090909091,Noun,1,7.11,3.07,5.95,2.134,10,,,
,,,,k,1,0.8743,,,,,,A2_B1,stepson,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,59,59,226,1,69,A1_B2,5.083333333,Noun,1,7.94,3.68,4.81,1.447,7,,,
,,,,,1,,,,,,,A1_B2,replace,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,60,60,93,1,30,A2_B2,2.541666667,Verb,1,7.2,3,5.56,2.834,7,,,
,,,,k,0,0.6719,,,,,,A1_B2,maximize,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,61,61,245,1,3,A2_B1,2.916666667,Verb,1,10.58,1.79,6.2,1.663,8,,,
,,,,k,1,1.2028,,,,,,A1_B1,ingredient,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,62,62,36,1,12,A1_B2,1.736842105,Noun,1,7.85,3.84,5.86,2.127,10,,,
,,,,k,1,1.0267,,,,,,A2_B1,feedback,k,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,63,63,62,1,20,A2_B1,5.545454545,Noun,1,10.7,2.48,5.91,2.149,8,,,
,,,,,1,,,,,,,A1_B2,retain,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,64,64,41,1,14,A1_B2,2.608695652,Verb,1,11.32,2.32,6.25,2.086,6,,,
,,,,,1,,,,,,,A2_B2,endorse,,R_3fdw9g220moIdYQ,MainNoun,2022-09-21_11h56.02.034,SCT,2021.2.3,Win32,59.98080614,,,,0,65,65,243,1,2,A2_B2,5.416666667,Verb,1,12.06,2.41,5.2,1.949,7,,,
