intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,embResp.rt,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,k,1,1.231,,,,,,A2_B1,monarchy,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,57,57,186,1,58,A1_B2,5.409090909,Noun,1,10.44,2.55,3.29,1.544,8,,,
,,,,k,1,1.2537,,,,,,A1_B1,size,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,58,58,264,1,8,A1_B2,2.3,Noun,0.99,4.84,3.13,5.61,3.372,4,,,
,,,,,0,,,,,,,A1_B1,timing,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,59,59,136,1,43,A1_B2,2.714285714,Noun,0.96,8.84,2.86,5.67,2.884,6,,,
,,,,k,1,1.0501,,,,,,A2_B1,hierarchy,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,60,60,110,1,35,A1_B2,6.208333333,Noun,1,11.11,2.59,4.95,1.518,9,,,
,,,,k,1,1.7299,,,,,,A1_B1,ventilation,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,61,61,188,1,59,A1_B1,1.65,Noun,1,10.39,3.48,6.44,2.045,11,,,
,,,,,1,,,,,,,A2_B2,congratulate,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,62,62,191,1,59,A1_B1,5.76,Verb,1,9.57,3.04,6.33,2.555,12,,,
,,,,k,1,1.3627,,,,,,A2_B1,fidelity,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,63,63,18,1,6,A2_B2,5.75,Noun,1,12.82,1.87,6.7,2.009,8,,,
,,,,k,1,1.0288,,,,,,A2_B1,sinner,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,64,64,206,1,63,A2_B2,5.818181818,Noun,0.92,7.35,3.07,3.25,2.104,6,,,
,,,,k,1,2.4716,,,,,,A2_B1,artistry,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,65,65,50,1,17,A2_B1,5.181818182,Noun,1,10.58,2,6.91,1.398,8,,,
,,,,k,1,1.4686,,,,,,A2_B1,aggressor,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,66,66,114,1,36,A1_B2,5.086956522,Noun,1,11.47,3.29,2.8,1.477,9,,,
,,,,,1,,,,,,,A1_B2,decipher,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,67,67,109,1,35,A1_B2,2.947368421,Verb,1,10.84,2.83,5.09,1.944,8,,,
,,,,,1,,,,,,,A1_B2,replicate,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,68,68,77,1,24,A1_B1,2.739130435,Verb,1,11.26,3.33,4.95,1.58,9,,,
,,,,,1,,,,,,,A1_B2,arise,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,69,69,45,1,16,A1_B2,2.619047619,Verb,1,6.89,3.17,6.17,2.182,5,,,
,,,,k,0,1.4022,,,,,,A1_B2,visualize,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,70,70,49,1,17,A2_B1,2.458333333,Verb,1,9.88,2.45,6.58,1.949,9,,,
,,,,k,0,1.3566,,,,,,A1_B2,maintain,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,71,71,181,1,57,A2_B1,2.684210526,Verb,1,9.94,2.32,6.29,2.821,8,,,
,,,,,1,,,,,,,A1_B2,extend,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,72,72,169,1,53,A1_B1,2.909090909,Verb,1,9.89,2.93,5.86,2.516,6,,,
,,,,,1,,,,,,,A2_B2,participate,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,73,73,239,1,1,A2_B1,5.869565217,Verb,1,7.05,2.59,5.5,2.352,11,,,
,,,,k,1,2.7502,,,,,,A2_B1,corruption,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,74,74,2,1,1,A2_B1,5.5,Noun,1,11.17,2.39,3,2.34,10,,,
,,,,k,1,1.2789,,,,,,A2_B1,reviewer,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,75,75,10,1,4,A1_B2,5.272727273,Noun,1,9.68,3.67,5.16,1.431,8,,,
,,,,k,1,0.9861,,,,,,A2_B1,mankind,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,76,76,222,1,68,A2_B2,6.5,Noun,1,8.89,2.97,6.59,2.651,7,,,
,,,,k,1,1.402,,,,,,A1_B1,variation,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,77,77,20,1,7,A2_B1,2.090909091,Noun,1,10.11,2.46,5.53,1.813,9,,,
,,,,k,1,1.2636,,,,,,A2_B1,openness,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,78,78,126,1,40,A1_B2,5.090909091,Noun,1,8.68,1.9,6.52,1.322,8,,,
,,,,,1,,,,,,,A2_B2,impress,,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,79,79,63,1,20,A2_B1,5.333333333,Verb,1,10.17,2.07,6.25,2.717,7,,,
,,,,k,1,1.4804,,,,,,A1_B1,catalyst,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,80,80,240,1,2,A2_B2,2.238095238,Noun,1,12.56,2.85,5.3,1.613,8,,,
,,,,k,1,1.1307,,,,,,A2_B1,teamwork,k,R_1K7sOm58nALhhbB,MainNoun,2022-09-20_18h16.36.650,SCT,2021.2.3,Win32,54.94807407,,,,0,81,81,210,1,65,A2_B1,6.72,Noun,1,7.8,2.37,6.26,2.013,8,,,
