participant,Word,ACC,RT,PoS,Socialness,Concreteness
R_4Ue87zODBESF5aF,percentage,1,1.2049,Noun,Nonsocial,2.9
R_4Ue87zODBESF5aF,supervise,1,NA,Verb,Social,2.48
R_4Ue87zODBESF5aF,finale,1,1.3678,Noun,Nonsocial,2.76
R_4Ue87zODBESF5aF,coexist,1,NA,Verb,Social,2.25
R_4Ue87zODBESF5aF,terminate,1,NA,Verb,Nonsocial,2.29
R_4Ue87zODBESF5aF,pacify,1,NA,Verb,Social,2.04
R_4Ue87zODBESF5aF,nobility,1,1.0369,Noun,Social,2.81
R_4Ue87zODBESF5aF,expire,1,NA,Verb,Nonsocial,2.73
R_4Ue87zODBESF5aF,solitude,1,1.2694,Noun,Social,2.07
R_4Ue87zODBESF5aF,tremble,1,NA,Verb,Nonsocial,3.61
R_4Ue87zODBESF5aF,attend,1,NA,Verb,Social,3.17
R_4Ue87zODBESF5aF,layer,0,NA,Noun,Nonsocial,3.52
R_4Ue87zODBESF5aF,immigration,1,1.1283,Noun,Social,3.03
R_4Ue87zODBESF5aF,talker,1,1.6759,Noun,Social,4.39
R_4Ue87zODBESF5aF,invite,1,NA,Verb,Social,3
R_4Ue87zODBESF5aF,compete,1,NA,Verb,Social,2.57
R_4Ue87zODBESF5aF,liberate,1,NA,Verb,Social,2.29
R_4Ue87zODBESF5aF,greet,1,NA,Verb,Social,2.96
R_4Ue87zODBESF5aF,adjust,1,NA,Verb,Nonsocial,2.93
R_4Ue87zODBESF5aF,avenge,0,1.489,Verb,Social,2.07
R_4Ue87zODBESF5aF,administer,0,2.4583,Verb,Social,2.53
R_4Ue87zODBESF5aF,subside,0,1.6861,Verb,Nonsocial,2.26
R_4Ue87zODBESF5aF,dynamo,1,1.0772,Noun,Nonsocial,2.71
R_4Ue87zODBESF5aF,anomaly,1,1.5072,Noun,Nonsocial,1.79
R_4Ue87zODBESF5aF,countdown,1,1.2111,Noun,Nonsocial,3.3
R_4Ue87zODBESF5aF,visualize,1,NA,Verb,Nonsocial,2.45
R_4Ue87zODBESF5aF,classify,1,NA,Verb,Nonsocial,2.41
R_4Ue87zODBESF5aF,restore,1,NA,Verb,Nonsocial,2.79
R_4Ue87zODBESF5aF,solution,1,1.0306,Noun,Nonsocial,2.61
R_4Ue87zODBESF5aF,excavation,1,1.8426,Noun,Nonsocial,3.23
R_4Ue87zODBESF5aF,assess,1,NA,Verb,Nonsocial,2.26
R_4Ue87zODBESF5aF,interact,1,NA,Verb,Social,2.88
R_4Ue87zODBESF5aF,install,1,NA,Verb,Nonsocial,3.19
R_4Ue87zODBESF5aF,refuel,1,NA,Verb,Nonsocial,3.53
R_4Ue87zODBESF5aF,summarize,1,NA,Verb,Nonsocial,2.32
R_4Ue87zODBESF5aF,job,1,0.8018,Noun,Social,3.19
R_4Ue87zODBESF5aF,contribute,1,NA,Verb,Social,2.13
R_4Ue87zODBESF5aF,detail,0,NA,Noun,Nonsocial,2.5
R_4Ue87zODBESF5aF,suffice,0,1.8089,Verb,Nonsocial,1.72
R_4Ue87zODBESF5aF,attendance,1,1.8217,Noun,Social,3.07
R_4Ue87zODBESF5aF,donate,0,2.4059,Verb,Social,2.88
R_4Ue87zODBESF5aF,amendment,1,1.5049,Noun,Nonsocial,2.44
R_4Ue87zODBESF5aF,authorize,1,NA,Verb,Social,2.22
R_4Ue87zODBESF5aF,dimension,1,1.086,Noun,Nonsocial,2.5
R_4Ue87zODBESF5aF,advise,0,1.7712,Verb,Social,2.03
R_4Ue87zODBESF5aF,infiltrate,1,NA,Verb,Social,2.71
R_4Ue87zODBESF5aF,govern,1,NA,Verb,Social,2.21
R_4Ue87zODBESF5aF,category,1,0.9179,Noun,Nonsocial,2.82
R_4Ue87zODBESF5aF,exhibition,1,1.5898,Noun,Social,3.52
R_4Ue87zODBESF5aF,royalty,1,0.8892,Noun,Social,3.11
R_4Ue87zODBESF5aF,temptress,1,1.0294,Noun,Social,3.08
R_4Ue87zODBESF5aF,dignify,0,1.11,Verb,Social,1.71
R_4Ue87zODBESF5aF,confide,1,NA,Verb,Social,1.81
R_4Ue87zODBESF5aF,time,1,0.7621,Noun,Nonsocial,3.07
R_4Ue87zODBESF5aF,mutiny,1,1.0312,Noun,Social,2.24
R_4Ue87zODBESF5aF,agility,1,1.736,Noun,Nonsocial,2.38
R_4Ue87zODBESF5aF,dissolve,0,1.2083,Verb,Nonsocial,3.15
R_4Ue87zODBESF5aF,vantage,1,1.0368,Noun,Nonsocial,1.93
R_4Ue87zODBESF5aF,dialect,1,1.134,Noun,Social,2.67
R_4Ue87zODBESF5aF,corruption,0,NA,Noun,Social,2.39
R_4Ue87zODBESF5aF,ventilation,1,0.962,Noun,Nonsocial,3.48
R_4Ue87zODBESF5aF,deduct,1,NA,Verb,Nonsocial,2.31
R_4Ue87zODBESF5aF,postpone,1,NA,Verb,Nonsocial,2.29
R_4Ue87zODBESF5aF,privilege,1,0.9975,Noun,Social,1.93
R_4Ue87zODBESF5aF,artistry,1,1.6093,Noun,Social,2
R_4Ue87zODBESF5aF,advertise,1,NA,Verb,Social,2.81
R_4Ue87zODBESF5aF,reinforce,1,NA,Verb,Nonsocial,2.32
R_4Ue87zODBESF5aF,critique,1,1.6872,Noun,Social,2.55
R_4Ue87zODBESF5aF,etiquette,1,1.9955,Noun,Social,2.15
R_4Ue87zODBESF5aF,consult,1,NA,Verb,Social,3.04
R_4Ue87zODBESF5aF,goodwill,1,1.0883,Noun,Social,2.54
R_4Ue87zODBESF5aF,humility,1,2.4985,Noun,Social,1.75
R_4Ue87zODBESF5aF,sinner,1,1.7024,Noun,Social,3.07
R_4Ue87zODBESF5aF,radiate,1,NA,Verb,Nonsocial,2.93
R_4Ue87zODBESF5aF,entrust,1,NA,Verb,Social,2.16
R_4Ue87zODBESF5aF,tolerate,1,NA,Verb,Social,1.78
R_4Ue87zODBESF5aF,cleanse,1,NA,Verb,Nonsocial,3.31
R_4Ue87zODBESF5aF,impediment,1,2.2651,Noun,Nonsocial,2.56
R_4Ue87zODBESF5aF,conjure,1,NA,Verb,Nonsocial,2.3
R_4Ue87zODBESF5aF,potency,1,2.0449,Noun,Nonsocial,2.32
R_4Ue87zODBESF5aF,extend,1,NA,Verb,Nonsocial,2.93
R_4Ue87zODBESF5aF,hierarchy,1,0.9435,Noun,Social,2.59
R_4Ue87zODBESF5aF,hover,1,NA,Verb,Nonsocial,3.17
R_4Ue87zODBESF5aF,propose,1,NA,Verb,Social,2.19
R_4Ue87zODBESF5aF,metaphor,1,0.8379,Noun,Nonsocial,1.94
R_4Ue87zODBESF5aF,magnetism,1,1.6394,Noun,Nonsocial,2.54
R_4Ue87zODBESF5aF,carpentry,1,1.535,Noun,Nonsocial,3.48
R_4Ue87zODBESF5aF,variation,1,1.9925,Noun,Nonsocial,2.46
R_4Ue87zODBESF5aF,precedent,1,2.7586,Noun,Nonsocial,1.63
R_4Ue87zODBESF5aF,replace,0,0.7362,Verb,Nonsocial,3
R_4Ue87zODBESF5aF,maximize,1,NA,Verb,Nonsocial,1.79
R_4Ue87zODBESF5aF,uprising,0,NA,Noun,Social,2.41
R_4Ue87zODBESF5aF,outcome,1,1.0563,Noun,Nonsocial,2.27
R_4Ue87zODBESF5aF,morale,1,0.8647,Noun,Social,1.85
R_4Ue87zODBESF5aF,dioxide,1,0.838,Noun,Nonsocial,2.81
R_4Ue87zODBESF5aF,genie,1,1.0686,Noun,Nonsocial,3.25
R_4Ue87zODBESF5aF,confine,0,0.8958,Verb,Nonsocial,3.07
R_4Ue87zODBESF5aF,replenish,1,NA,Verb,Nonsocial,2.18
R_4Ue87zODBESF5aF,ancestry,1,0.8034,Noun,Social,2.83
R_4Ue87zODBESF5aF,voucher,1,1.086,Noun,Nonsocial,3.81
R_4Ue87zODBESF5aF,chapter,1,0.6588,Noun,Nonsocial,3.43
R_4Ue87zODBESF5aF,wrapper,1,1.188,Noun,Nonsocial,4.39
R_4Ue87zODBESF5aF,reflect,1,NA,Verb,Nonsocial,2.81
R_4Ue87zODBESF5aF,minimize,0,0.6173,Verb,Nonsocial,2.37
R_4Ue87zODBESF5aF,participate,1,NA,Verb,Social,2.59
R_4Ue87zODBESF5aF,gravity,1,0.577,Noun,Nonsocial,2.86
R_4Ue87zODBESF5aF,series,1,0.807,Noun,Nonsocial,2.92
R_4Ue87zODBESF5aF,outage,1,0.8787,Noun,Nonsocial,2.83
R_4Ue87zODBESF5aF,simplify,1,NA,Verb,Nonsocial,1.89
R_4Ue87zODBESF5aF,renew,1,NA,Verb,Nonsocial,2.07
R_4Ue87zODBESF5aF,speech,1,1.0005,Noun,Social,3.37
R_4Ue87zODBESF5aF,monogamy,1,1.4578,Noun,Social,1.7
R_4Ue87zODBESF5aF,banish,1,NA,Verb,Social,2.41
R_4Ue87zODBESF5aF,fraction,1,1.3473,Noun,Nonsocial,3.1
R_4Ue87zODBESF5aF,teamwork,1,1.0117,Noun,Social,2.37
R_4Ue87zODBESF5aF,inhabit,0,1.1907,Verb,Social,3.21
R_4Ue87zODBESF5aF,accompany,1,NA,Verb,Social,3.07
R_4Ue87zODBESF5aF,arise,0,0.7469,Verb,Nonsocial,3.17
R_4Ue87zODBESF5aF,rearrange,1,NA,Verb,Nonsocial,3.26
R_4Ue87zODBESF5aF,warfare,1,1.0273,Noun,Social,3.03
R_4Ue87zODBESF5aF,remarry,0,1.1428,Verb,Social,2.72
R_4Ue87zODBESF5aF,assist,1,NA,Verb,Social,2.52
R_4Ue87zODBESF5aF,preach,0,1.4704,Verb,Social,3.37
R_4Ue87zODBESF5aF,congratulate,1,NA,Verb,Social,3.04
R_5alj1LRV6sAChQl,sinner,1,0.7537,Noun,Social,3.07
R_5alj1LRV6sAChQl,ventilation,1,1.0007,Noun,Nonsocial,3.48
R_5alj1LRV6sAChQl,absorb,1,NA,Verb,Nonsocial,3.11
R_5alj1LRV6sAChQl,impediment,1,1.3726,Noun,Nonsocial,2.56
R_5alj1LRV6sAChQl,time,1,0.7175,Noun,Nonsocial,3.07
R_5alj1LRV6sAChQl,decompose,1,NA,Verb,Nonsocial,3
R_5alj1LRV6sAChQl,diplomacy,1,0.8642,Noun,Social,2.04
R_5alj1LRV6sAChQl,ingredient,1,1.0407,Noun,Nonsocial,3.84
R_5alj1LRV6sAChQl,monogamy,1,0.9092,Noun,Social,1.7
R_5alj1LRV6sAChQl,array,1,0.7644,Noun,Nonsocial,2.54
R_5alj1LRV6sAChQl,percentage,0,NA,Noun,Nonsocial,2.9
R_5alj1LRV6sAChQl,corruption,1,1.1148,Noun,Social,2.39
R_5alj1LRV6sAChQl,etiquette,1,1.5811,Noun,Social,2.15
R_5alj1LRV6sAChQl,donate,1,NA,Verb,Social,2.88
R_5alj1LRV6sAChQl,accelerate,1,NA,Verb,Nonsocial,3.48
R_5alj1LRV6sAChQl,reconcile,1,NA,Verb,Social,1.79
R_5alj1LRV6sAChQl,congress,1,1.1487,Noun,Social,3.9
R_5alj1LRV6sAChQl,restore,1,NA,Verb,Nonsocial,2.79
R_5alj1LRV6sAChQl,hierarchy,1,0.8538,Noun,Social,2.59
R_5alj1LRV6sAChQl,detail,1,1.0549,Noun,Nonsocial,2.5
R_5alj1LRV6sAChQl,migraine,1,0.8221,Noun,Nonsocial,3.2
R_5alj1LRV6sAChQl,maximize,1,NA,Verb,Nonsocial,1.79
R_5alj1LRV6sAChQl,recreate,1,NA,Verb,Nonsocial,2.41
R_5alj1LRV6sAChQl,summarize,1,NA,Verb,Nonsocial,2.32
R_5alj1LRV6sAChQl,humility,1,0.8604,Noun,Social,1.75
R_5alj1LRV6sAChQl,congratulate,1,NA,Verb,Social,3.04
R_5alj1LRV6sAChQl,unload,1,NA,Verb,Nonsocial,3.21
R_5alj1LRV6sAChQl,straddle,1,NA,Verb,Nonsocial,3.74
R_5alj1LRV6sAChQl,environment,1,1.0393,Noun,Social,3.74
R_5alj1LRV6sAChQl,seduce,1,NA,Verb,Social,2.18
R_5alj1LRV6sAChQl,liberate,1,NA,Verb,Social,2.29
R_5alj1LRV6sAChQl,career,1,2.3694,Noun,Social,2.54
R_5alj1LRV6sAChQl,savior,1,1.7544,Noun,Social,3.04
R_5alj1LRV6sAChQl,attract,1,NA,Verb,Social,2.73
R_5alj1LRV6sAChQl,summary,0,NA,Noun,Nonsocial,3.03
R_5alj1LRV6sAChQl,authorize,1,NA,Verb,Social,2.22
R_5alj1LRV6sAChQl,jiffy,1,1.3178,Noun,Nonsocial,2.33
R_5alj1LRV6sAChQl,delusion,1,1.4569,Noun,Nonsocial,2.3
R_5alj1LRV6sAChQl,impregnate,0,1.1095,Verb,Social,3.29
R_5alj1LRV6sAChQl,reflect,0,1.2326,Verb,Nonsocial,2.81
R_5alj1LRV6sAChQl,motivate,1,NA,Verb,Social,2.07
R_5alj1LRV6sAChQl,physics,1,1.0661,Noun,Nonsocial,3.07
R_5alj1LRV6sAChQl,agility,1,2.0154,Noun,Nonsocial,2.38
R_5alj1LRV6sAChQl,potency,1,1.5819,Noun,Nonsocial,2.32
R_5alj1LRV6sAChQl,banish,0,2.4576,Verb,Social,2.41
R_5alj1LRV6sAChQl,manipulate,1,NA,Verb,Social,2.55
R_5alj1LRV6sAChQl,impress,1,NA,Verb,Social,2.07
R_5alj1LRV6sAChQl,enter,1,NA,Verb,Nonsocial,3.12
R_5alj1LRV6sAChQl,exhibition,1,1.3837,Noun,Social,3.52
R_5alj1LRV6sAChQl,consult,1,NA,Verb,Social,3.04
R_5alj1LRV6sAChQl,behavior,1,0.8665,Noun,Social,2.19
R_5alj1LRV6sAChQl,radiate,1,NA,Verb,Nonsocial,2.93
R_5alj1LRV6sAChQl,reconstruct,1,NA,Verb,Nonsocial,3.2
R_5alj1LRV6sAChQl,wrapper,1,1.3669,Noun,Nonsocial,4.39
R_5alj1LRV6sAChQl,hypnotize,1,NA,Verb,Social,2.48
R_5alj1LRV6sAChQl,conspire,1,NA,Verb,Social,2.67
R_5alj1LRV6sAChQl,propose,1,NA,Verb,Social,2.19
R_5alj1LRV6sAChQl,enhance,1,NA,Verb,Nonsocial,2.21
R_5alj1LRV6sAChQl,reviewer,1,1.5652,Noun,Social,3.67
R_5alj1LRV6sAChQl,speech,1,0.9409,Noun,Social,3.37
R_5alj1LRV6sAChQl,reunite,1,NA,Verb,Social,2.86
R_5alj1LRV6sAChQl,dimension,1,1.508,Noun,Nonsocial,2.5
R_5alj1LRV6sAChQl,shallows,0,NA,Noun,Nonsocial,3.33
R_5alj1LRV6sAChQl,lend,1,NA,Verb,Social,3.07
R_5alj1LRV6sAChQl,assess,0,1.9542,Verb,Nonsocial,2.26
R_5alj1LRV6sAChQl,befriend,0,1.2472,Verb,Social,2.36
R_5alj1LRV6sAChQl,job,1,1.7499,Noun,Social,3.19
R_5alj1LRV6sAChQl,renew,1,NA,Verb,Nonsocial,2.07
R_5alj1LRV6sAChQl,catalyst,0,NA,Noun,Nonsocial,2.85
R_5alj1LRV6sAChQl,bode,0,1.0911,Verb,Nonsocial,1.88
R_5alj1LRV6sAChQl,history,1,0.8402,Noun,Social,2.96
R_5alj1LRV6sAChQl,volumes,1,0.8064,Noun,Nonsocial,3.03
R_5alj1LRV6sAChQl,mutiny,1,1.2509,Noun,Social,2.24
R_5alj1LRV6sAChQl,interact,1,NA,Verb,Social,2.88
R_5alj1LRV6sAChQl,coexist,1,NA,Verb,Social,2.25
R_5alj1LRV6sAChQl,sterilize,1,NA,Verb,Nonsocial,2.97
R_5alj1LRV6sAChQl,royalty,1,1.9998,Noun,Social,3.11
R_5alj1LRV6sAChQl,calculate,1,NA,Verb,Nonsocial,2.74
R_5alj1LRV6sAChQl,immigration,1,1.3066,Noun,Social,3.03
R_5alj1LRV6sAChQl,talker,1,2.7324,Noun,Social,4.39
R_5alj1LRV6sAChQl,subside,1,NA,Verb,Nonsocial,2.26
R_5alj1LRV6sAChQl,contribute,1,NA,Verb,Social,2.13
R_5alj1LRV6sAChQl,terminate,1,NA,Verb,Nonsocial,2.29
R_5alj1LRV6sAChQl,implore,1,NA,Verb,Social,1.61
R_5alj1LRV6sAChQl,attendance,1,1.5582,Noun,Social,3.07
R_5alj1LRV6sAChQl,soften,1,NA,Verb,Nonsocial,2.57
R_5alj1LRV6sAChQl,participate,1,NA,Verb,Social,2.59
R_5alj1LRV6sAChQl,hometown,1,1.8351,Noun,Social,3.33
R_5alj1LRV6sAChQl,extend,1,NA,Verb,Nonsocial,2.93
R_5alj1LRV6sAChQl,confess,0,2.0986,Verb,Social,2.57
R_5alj1LRV6sAChQl,greet,1,NA,Verb,Social,2.96
R_5alj1LRV6sAChQl,patriot,1,1.0357,Noun,Social,3.36
R_5alj1LRV6sAChQl,replace,1,NA,Verb,Nonsocial,3
R_5alj1LRV6sAChQl,adulthood,1,1.2203,Noun,Social,2.5
R_5alj1LRV6sAChQl,scramble,1,NA,Verb,Nonsocial,3.31
R_5alj1LRV6sAChQl,decipher,1,NA,Verb,Nonsocial,2.83
R_5alj1LRV6sAChQl,gravity,1,1.5821,Noun,Nonsocial,2.86
R_5alj1LRV6sAChQl,bribery,1,1.6661,Noun,Social,2.89
R_5alj1LRV6sAChQl,series,1,1.3334,Noun,Nonsocial,2.92
R_5alj1LRV6sAChQl,unravel,0,2.0867,Verb,Nonsocial,2.59
R_5alj1LRV6sAChQl,remarry,0,1.1996,Verb,Social,2.72
R_5alj1LRV6sAChQl,endorse,0,2.5357,Verb,Social,2.41
R_5alj1LRV6sAChQl,dominate,1,NA,Verb,Social,2.12
R_5alj1LRV6sAChQl,guidance,1,2.0647,Noun,Social,2.46
R_5alj1LRV6sAChQl,advertise,1,NA,Verb,Social,2.81
R_5alj1LRV6sAChQl,deduct,1,NA,Verb,Nonsocial,2.31
R_5alj1LRV6sAChQl,terrorize,1,NA,Verb,Social,2.84
R_5alj1LRV6sAChQl,unhook,1,NA,Verb,Nonsocial,3.34
R_5alj1LRV6sAChQl,hover,0,1.5884,Verb,Nonsocial,3.17
R_5alj1LRV6sAChQl,rebellion,1,1.1661,Noun,Social,2.93
R_5alj1LRV6sAChQl,deteriorate,1,NA,Verb,Nonsocial,3
R_5alj1LRV6sAChQl,inhabit,1,NA,Verb,Social,3.21
R_5alj1LRV6sAChQl,administer,1,NA,Verb,Social,2.53
R_5alj1LRV6sAChQl,arise,1,NA,Verb,Nonsocial,3.17
R_5alj1LRV6sAChQl,cherish,1,NA,Verb,Social,1.73
R_5alj1LRV6sAChQl,classify,0,1.2743,Verb,Nonsocial,2.41
R_5alj1LRV6sAChQl,manhood,0,NA,Noun,Social,2.59
R_5alj1LRV6sAChQl,maintain,1,NA,Verb,Nonsocial,2.32
R_5alj1LRV6sAChQl,fidelity,1,1.6664,Noun,Social,1.87
R_5alj1LRV6sAChQl,volume,0,NA,Noun,Nonsocial,3.07
R_5alj1LRV6sAChQl,confront,1,NA,Verb,Social,2.43
R_5alj1LRV6sAChQl,reference,0,NA,Noun,Nonsocial,2.38
R_5alj1LRV6sAChQl,chapter,1,0.7709,Noun,Nonsocial,3.43
R_5alj1LRV6sAChQl,excavation,1,1.317,Noun,Nonsocial,3.23
R_5alj1LRV6sAChQl,aggressor,1,1.5576,Noun,Social,3.29
R_5alj1LRV6sAChQl,size,1,1.1683,Noun,Nonsocial,3.13
R_5alj1LRV6sAChQl,cleanse,1,NA,Verb,Nonsocial,3.31
R_5alj1LRV6sAChQl,finalize,1,NA,Verb,Nonsocial,2.14
R_5alj1LRV6sAChQl,temptress,1,1.1174,Noun,Social,3.08
R_5alj1LRV6sAChQl,magnetism,1,1.4355,Noun,Nonsocial,2.54
R_5alj1LRV6sAChQl,avenge,0,0.9442,Verb,Social,2.07
R_5alj1LRV6sAChQl,onset,1,1.6498,Noun,Nonsocial,2.14
R_5alj1LRV6sAChQl,postpone,1,NA,Verb,Nonsocial,2.29
R_5alj1LRV6sAChQl,distortion,1,1.4773,Noun,Nonsocial,2.3
R_5alj1LRV6sAChQl,nightfall,1,2.5091,Noun,Nonsocial,3.79
R_5alj1LRV6sAChQl,stardom,0,NA,Noun,Social,2.26
R_5alj1LRV6sAChQl,flirtation,0,NA,Noun,Social,2.19
R_5alj1LRV6sAChQl,amendment,1,2.2693,Noun,Nonsocial,2.44
R_5alj1LRV6sAChQl,critique,0,NA,Noun,Social,2.55
R_5alj1LRV6sAChQl,dioxide,1,1.6407,Noun,Nonsocial,2.81
R_5alj1LRV6sAChQl,conclude,1,NA,Verb,Nonsocial,1.78
R_5alj1LRV6sAChQl,straighten,0,1.6666,Verb,Nonsocial,3.72
R_5alj1LRV6sAChQl,vantage,0,NA,Noun,Nonsocial,1.93
R_5alj1LRV6sAChQl,pronounce,1,NA,Verb,Nonsocial,2.63
R_5alj1LRV6sAChQl,retain,1,NA,Verb,Nonsocial,2.32
R_5alj1LRV6sAChQl,carpentry,1,1.0674,Noun,Nonsocial,3.48
R_5alj1LRV6sAChQl,rearrange,1,NA,Verb,Nonsocial,3.26
R_5alj1LRV6sAChQl,category,0,NA,Noun,Nonsocial,2.82
R_5alj1LRV6sAChQl,outcome,0,NA,Noun,Nonsocial,2.27
R_5alj1LRV6sAChQl,foreigner,1,1.8907,Noun,Social,3.32
R_5alj1LRV6sAChQl,colony,1,0.7069,Noun,Social,3.77
R_5alj1LRV6sAChQl,simplify,0,1.7848,Verb,Nonsocial,1.89
R_5alj1LRV6sAChQl,pray,1,NA,Verb,Social,3.21
R_5alj1LRV6sAChQl,visualize,1,NA,Verb,Nonsocial,2.45
R_5alj1LRV6sAChQl,trajectory,1,2.9187,Noun,Nonsocial,3.1
R_5alj1LRV6sAChQl,artistry,0,NA,Noun,Social,2
R_5alj1LRV6sAChQl,infiltrate,1,NA,Verb,Social,2.71
R_5alj1LRV6sAChQl,make,1,NA,Verb,Nonsocial,2.67
R_5alj1LRV6sAChQl,goodwill,1,1.8319,Noun,Social,2.54
R_5alj1LRV6sAChQl,diversity,1,2.7566,Noun,Social,2.28
R_5alj1LRV6sAChQl,seminar,0,NA,Noun,Social,3.48
R_5alj1LRV6sAChQl,bleeder,1,1.8666,Noun,Nonsocial,3.5
R_5alj1LRV6sAChQl,invade,1,NA,Verb,Social,3.28
R_5alj1LRV6sAChQl,heroism,1,1.2921,Noun,Social,2.67
R_5alj1LRV6sAChQl,cooperate,1,NA,Verb,Social,1.87
R_5alj1LRV6sAChQl,esteem,0,NA,Noun,Social,1.83
R_5alj1LRV6sAChQl,management,1,2.0718,Noun,Social,2.72
R_5alj1LRV6sAChQl,dialect,0,NA,Noun,Social,2.67
R_5alj1LRV6sAChQl,dignify,1,NA,Verb,Social,1.71
R_5alj1LRV6sAChQl,finale,0,NA,Noun,Nonsocial,2.76
R_5alj1LRV6sAChQl,advise,1,NA,Verb,Social,2.03
R_5alj1LRV6sAChQl,refuel,1,NA,Verb,Nonsocial,3.53
R_5alj1LRV6sAChQl,invite,1,NA,Verb,Social,3
R_5alj1LRV6sAChQl,install,1,NA,Verb,Nonsocial,3.19
R_5alj1LRV6sAChQl,discontinue,1,NA,Verb,Nonsocial,2.5
R_5alj1LRV6sAChQl,fraction,1,1.3652,Noun,Nonsocial,3.1
R_5alj1LRV6sAChQl,fluke,0,NA,Noun,Nonsocial,2.34
R_5alj1LRV6sAChQl,tremble,1,NA,Verb,Nonsocial,3.61
R_5alj1LRV6sAChQl,nobility,1,2.7076,Noun,Social,2.81
R_5alj1LRV6sAChQl,teamwork,1,0.9663,Noun,Social,2.37
R_5alj1LRV6sAChQl,generate,1,NA,Verb,Nonsocial,2.23
R_5alj1LRV6sAChQl,contain,1,NA,Verb,Nonsocial,2.74
R_5alj1LRV6sAChQl,connect,1,NA,Verb,Social,2.88
R_5alj1LRV6sAChQl,adjust,1,NA,Verb,Nonsocial,2.93
R_5alj1LRV6sAChQl,uprising,1,2.3082,Noun,Social,2.41
R_5alj1LRV6sAChQl,mankind,1,2.4993,Noun,Social,2.97
R_5alj1LRV6sAChQl,pacify,1,NA,Verb,Social,2.04
R_5alj1LRV6sAChQl,attend,1,NA,Verb,Social,3.17
R_5alj1LRV6sAChQl,entrust,1,NA,Verb,Social,2.16
R_5alj1LRV6sAChQl,tourism,1,1.9171,Noun,Social,3
R_5alj1LRV6sAChQl,countdown,0,NA,Noun,Nonsocial,3.3
R_5alj1LRV6sAChQl,dissolve,1,NA,Verb,Nonsocial,3.15
R_5alj1LRV6sAChQl,variation,1,1.2161,Noun,Nonsocial,2.46
R_5alj1LRV6sAChQl,reinforce,1,NA,Verb,Nonsocial,2.32
R_5alj1LRV6sAChQl,geology,0,NA,Noun,Nonsocial,2.9
R_5alj1LRV6sAChQl,option,1,2.1016,Noun,Nonsocial,2.39
R_5alj1LRV6sAChQl,outage,0,NA,Noun,Nonsocial,2.83
R_5alj1LRV6sAChQl,figment,1,1.2847,Noun,Nonsocial,2.04
R_5alj1LRV6sAChQl,assist,1,NA,Verb,Social,2.52
R_5alj1LRV6sAChQl,reproduce,1,NA,Verb,Social,3.48
R_5alj1LRV6sAChQl,alignment,1,1.3091,Noun,Nonsocial,3.26
R_5alj1LRV6sAChQl,govern,1,NA,Verb,Social,2.21
R_5alj1LRV6sAChQl,genie,0,NA,Noun,Nonsocial,3.25
R_5alj1LRV6sAChQl,compound,0,NA,Noun,Nonsocial,3.03
R_5alj1LRV6sAChQl,replenish,1,NA,Verb,Nonsocial,2.18
R_5alj1LRV6sAChQl,excursion,1,1.9203,Noun,Social,2.93
R_5alj1LRV6sAChQl,morale,0,NA,Noun,Social,1.85
R_5alj1LRV6sAChQl,engage,1,NA,Verb,Social,2.07
R_5alj1LRV6sAChQl,minimize,1,NA,Verb,Nonsocial,2.37
R_5alj1LRV6sAChQl,event,1,1.7155,Noun,Social,2.69
R_5alj1LRV6sAChQl,presenter,1,0.8733,Noun,Social,3.96
R_5alj1LRV6sAChQl,wrestle,1,NA,Verb,Social,4.33
R_5alj1LRV6sAChQl,community,1,1.4058,Noun,Social,3.52
R_5alj1LRV6sAChQl,accompany,1,NA,Verb,Social,3.07
R_5alj1LRV6sAChQl,taunt,0,1.6058,Verb,Social,2.93
R_5alj1LRV6sAChQl,tell,1,NA,Verb,Social,2.9
R_5alj1LRV6sAChQl,derive,1,NA,Verb,Nonsocial,2
R_5alj1LRV6sAChQl,negotiate,1,NA,Verb,Social,2
R_5alj1LRV6sAChQl,feedback,1,1.5676,Noun,Social,2.48
R_5alj1LRV6sAChQl,untie,1,NA,Verb,Nonsocial,3.89
R_5alj1LRV6sAChQl,activate,1,NA,Verb,Nonsocial,2.97
R_5alj1LRV6sAChQl,persuade,1,NA,Verb,Social,2.07
R_5alj1LRV6sAChQl,lighten,1,NA,Verb,Nonsocial,2.93
R_5alj1LRV6sAChQl,labor,1,1.4166,Noun,Social,3.08
R_5alj1LRV6sAChQl,solitude,0,NA,Noun,Social,2.07
R_5alj1LRV6sAChQl,timing,1,1.8418,Noun,Nonsocial,2.86
R_5alj1LRV6sAChQl,monarchy,1,0.8267,Noun,Social,2.55
R_5alj1LRV6sAChQl,confide,1,NA,Verb,Social,1.81
R_5alj1LRV6sAChQl,metaphor,1,1.6722,Noun,Nonsocial,1.94
R_5alj1LRV6sAChQl,freshen,1,NA,Verb,Nonsocial,2.17
R_5alj1LRV6sAChQl,suffice,1,NA,Verb,Nonsocial,1.72
R_5alj1LRV6sAChQl,supervise,0,2.3632,Verb,Social,2.48
R_5alj1LRV6sAChQl,mingle,1,NA,Verb,Social,3.17
R_5alj1LRV6sAChQl,persuasion,0,NA,Noun,Social,1.9
R_5alj1LRV6sAChQl,dynasty,1,2.6667,Noun,Social,2.46
R_5alj1LRV6sAChQl,stepson,1,0.8841,Noun,Social,3.68
R_5alj1LRV6sAChQl,fireside,1,2.2246,Noun,Nonsocial,3.84
