participant,Word,ACC,RT,PoS,Socialness,Concreteness
R_1BXvB6t5XMzjIKf,govern,1,NA,Verb,Social,2.21
R_1BXvB6t5XMzjIKf,attract,1,NA,Verb,Social,2.73
R_1BXvB6t5XMzjIKf,wrestle,1,NA,Verb,Social,4.33
R_1BXvB6t5XMzjIKf,flirtation,1,1.5144,Noun,Social,2.19
R_1BXvB6t5XMzjIKf,activate,1,NA,Verb,Nonsocial,2.97
R_1BXvB6t5XMzjIKf,lighten,1,NA,Verb,Nonsocial,2.93
R_1BXvB6t5XMzjIKf,implore,1,NA,Verb,Social,1.61
R_1BXvB6t5XMzjIKf,dynamo,1,1.1133,Noun,Nonsocial,2.71
R_1BXvB6t5XMzjIKf,reproduce,1,NA,Verb,Social,3.48
R_1BXvB6t5XMzjIKf,motivate,1,NA,Verb,Social,2.07
R_1BXvB6t5XMzjIKf,uprising,1,1.0841,Noun,Social,2.41
R_1BXvB6t5XMzjIKf,minimize,1,NA,Verb,Nonsocial,2.37
R_1BXvB6t5XMzjIKf,simplify,1,NA,Verb,Nonsocial,1.89
R_1BXvB6t5XMzjIKf,vantage,1,1.2376,Noun,Nonsocial,1.93
R_1BXvB6t5XMzjIKf,dimension,1,0.8815,Noun,Nonsocial,2.5
R_1BXvB6t5XMzjIKf,teamwork,1,1.8648,Noun,Social,2.37
R_1BXvB6t5XMzjIKf,summarize,1,NA,Verb,Nonsocial,2.32
R_1BXvB6t5XMzjIKf,fluke,1,1.0506,Noun,Nonsocial,2.34
R_1BXvB6t5XMzjIKf,deteriorate,1,NA,Verb,Nonsocial,3
R_1BXvB6t5XMzjIKf,unhook,1,NA,Verb,Nonsocial,3.34
R_1BXvB6t5XMzjIKf,bribery,1,2.2189,Noun,Social,2.89
R_1BXvB6t5XMzjIKf,impediment,1,1.6872,Noun,Nonsocial,2.56
R_1BXvB6t5XMzjIKf,corruption,1,1.5647,Noun,Social,2.39
R_1BXvB6t5XMzjIKf,renew,1,NA,Verb,Nonsocial,2.07
R_1BXvB6t5XMzjIKf,genie,1,1.0566,Noun,Nonsocial,3.25
R_1BXvB6t5XMzjIKf,subside,1,NA,Verb,Nonsocial,2.26
R_1BXvB6t5XMzjIKf,diplomacy,1,1.6679,Noun,Social,2.04
R_1BXvB6t5XMzjIKf,agility,1,2.0562,Noun,Nonsocial,2.38
R_1BXvB6t5XMzjIKf,outage,1,1.7305,Noun,Nonsocial,2.83
R_1BXvB6t5XMzjIKf,speech,1,1.4046,Noun,Social,3.37
R_1BXvB6t5XMzjIKf,impress,1,NA,Verb,Social,2.07
R_1BXvB6t5XMzjIKf,participate,1,NA,Verb,Social,2.59
R_1BXvB6t5XMzjIKf,array,1,1.8805,Noun,Nonsocial,2.54
R_1BXvB6t5XMzjIKf,pronounce,1,NA,Verb,Nonsocial,2.63
R_1BXvB6t5XMzjIKf,restore,1,NA,Verb,Nonsocial,2.79
R_1BXvB6t5XMzjIKf,tourism,1,1.1088,Noun,Social,3
R_1BXvB6t5XMzjIKf,job,1,0.9515,Noun,Social,3.19
R_1BXvB6t5XMzjIKf,metaphor,1,1.0132,Noun,Nonsocial,1.94
R_1BXvB6t5XMzjIKf,medley,1,0.85,Noun,Nonsocial,2.93
R_1BXvB6t5XMzjIKf,immigration,1,1.1628,Noun,Social,3.03
R_1BXvB6t5XMzjIKf,untie,1,NA,Verb,Nonsocial,3.89
R_1BXvB6t5XMzjIKf,humanity,1,0.9683,Noun,Social,2.36
R_1BXvB6t5XMzjIKf,countdown,1,1.3346,Noun,Nonsocial,3.3
R_1BXvB6t5XMzjIKf,migraine,1,1.1511,Noun,Nonsocial,3.2
R_1BXvB6t5XMzjIKf,enhance,1,NA,Verb,Nonsocial,2.21
R_1BXvB6t5XMzjIKf,management,1,0.8731,Noun,Social,2.72
R_1BXvB6t5XMzjIKf,absorb,1,NA,Verb,Nonsocial,3.11
R_1BXvB6t5XMzjIKf,conspire,1,NA,Verb,Social,2.67
R_1BXvB6t5XMzjIKf,rearrange,1,NA,Verb,Nonsocial,3.26
R_1BXvB6t5XMzjIKf,discontinue,1,NA,Verb,Nonsocial,2.5
R_1BXvB6t5XMzjIKf,bleeder,1,1.2479,Noun,Nonsocial,3.5
R_1BXvB6t5XMzjIKf,conclude,1,NA,Verb,Nonsocial,1.78
R_1BXvB6t5XMzjIKf,excavation,1,1.5503,Noun,Nonsocial,3.23
R_1C0UWQw56hqkftu,sinner,1,0.7218,Noun,Social,3.07
R_1C0UWQw56hqkftu,motivate,1,NA,Verb,Social,2.07
R_1C0UWQw56hqkftu,feedback,1,0.7862,Noun,Social,2.48
R_1C0UWQw56hqkftu,befriend,1,NA,Verb,Social,2.36
R_1C0UWQw56hqkftu,expire,1,NA,Verb,Nonsocial,2.73
R_1C0UWQw56hqkftu,delusion,1,0.8557,Noun,Nonsocial,2.3
R_1C0UWQw56hqkftu,array,1,1.4711,Noun,Nonsocial,2.54
R_1C0UWQw56hqkftu,shallows,1,1.7609,Noun,Nonsocial,3.33
R_1C0UWQw56hqkftu,radiate,1,NA,Verb,Nonsocial,2.93
R_1C0UWQw56hqkftu,untie,1,NA,Verb,Nonsocial,3.89
R_1C0UWQw56hqkftu,goodwill,1,1.5238,Noun,Social,2.54
R_1C0UWQw56hqkftu,magnetism,1,1.3557,Noun,Nonsocial,2.54
R_1C0UWQw56hqkftu,seduce,1,NA,Verb,Social,2.18
R_1C0UWQw56hqkftu,solution,1,1.1361,Noun,Nonsocial,2.61
R_1C0UWQw56hqkftu,derive,1,NA,Verb,Nonsocial,2
R_1C0UWQw56hqkftu,engage,1,NA,Verb,Social,2.07
R_1C0UWQw56hqkftu,adulthood,1,1.0467,Noun,Social,2.5
R_1C0UWQw56hqkftu,vantage,1,2.1926,Noun,Nonsocial,1.93
R_1C0UWQw56hqkftu,reinforce,1,NA,Verb,Nonsocial,2.32
R_1C0UWQw56hqkftu,volume,1,1.2283,Noun,Nonsocial,3.07
R_1C0UWQw56hqkftu,avenge,1,NA,Verb,Social,2.07
R_1C0UWQw56hqkftu,fluke,1,1.379,Noun,Nonsocial,2.34
R_1C0UWQw56hqkftu,fidelity,1,1.7023,Noun,Social,1.87
R_1C0UWQw56hqkftu,environment,1,0.8374,Noun,Social,3.74
R_1C0UWQw56hqkftu,geology,1,1.7139,Noun,Nonsocial,2.9
R_1C0UWQw56hqkftu,voucher,1,1.1835,Noun,Nonsocial,3.81
R_1C0UWQw56hqkftu,humanity,1,0.9324,Noun,Social,2.36
R_1C0UWQw56hqkftu,event,1,0.8717,Noun,Social,2.69
R_1C0UWQw56hqkftu,consult,1,NA,Verb,Social,3.04
R_1C0UWQw56hqkftu,uprising,1,1.0027,Noun,Social,2.41
R_1C0UWQw56hqkftu,management,1,0.8509,Noun,Social,2.72
R_1C0UWQw56hqkftu,amendment,1,1.1195,Noun,Nonsocial,2.44
R_1C0UWQw56hqkftu,cooperate,1,NA,Verb,Social,1.87
R_1C0UWQw56hqkftu,accompany,1,NA,Verb,Social,3.07
R_1C0UWQw56hqkftu,speech,1,1.0585,Noun,Social,3.37
R_1C0UWQw56hqkftu,pronounce,1,NA,Verb,Nonsocial,2.63
R_1C0UWQw56hqkftu,agility,1,1.026,Noun,Nonsocial,2.38
R_1C0UWQw56hqkftu,category,1,0.9305,Noun,Nonsocial,2.82
R_1C0UWQw56hqkftu,make,1,NA,Verb,Nonsocial,2.67
R_1C0UWQw56hqkftu,implore,1,NA,Verb,Social,1.61
R_1C0UWQw56hqkftu,dynasty,1,0.7418,Noun,Social,2.46
R_1C0UWQw56hqkftu,excavation,1,1.0516,Noun,Nonsocial,3.23
R_1C0UWQw56hqkftu,job,1,0.6268,Noun,Social,3.19
R_1C0UWQw56hqkftu,hypnotize,1,NA,Verb,Social,2.48
R_1C0UWQw56hqkftu,activate,1,NA,Verb,Nonsocial,2.97
R_1C0UWQw56hqkftu,talker,1,0.8174,Noun,Social,4.39
R_1C0UWQw56hqkftu,outcome,1,1.0211,Noun,Nonsocial,2.27
R_1C0UWQw56hqkftu,conspire,1,NA,Verb,Social,2.67
R_1C0UWQw56hqkftu,jiffy,0,NA,Noun,Nonsocial,2.33
R_1C0UWQw56hqkftu,terrorize,1,NA,Verb,Social,2.84
R_1C0UWQw56hqkftu,confine,1,NA,Verb,Nonsocial,3.07
R_1C0UWQw56hqkftu,replace,1,NA,Verb,Nonsocial,3
R_1C0UWQw56hqkftu,adjust,0,1.3637,Verb,Nonsocial,2.93
R_1C0UWQw56hqkftu,immigration,1,0.8464,Noun,Social,3.03
R_1C0UWQw56hqkftu,carpentry,1,1.3721,Noun,Nonsocial,3.48
R_1C0UWQw56hqkftu,bode,1,NA,Verb,Nonsocial,1.88
R_1C0UWQw56hqkftu,dynamo,1,1.5657,Noun,Nonsocial,2.71
R_1C0UWQw56hqkftu,confess,1,NA,Verb,Social,2.57
R_1C0UWQw56hqkftu,propose,1,NA,Verb,Social,2.19
R_1C0UWQw56hqkftu,time,1,0.7184,Noun,Nonsocial,3.07
R_1C0UWQw56hqkftu,diplomacy,1,0.8526,Noun,Social,2.04
R_1C0UWQw56hqkftu,lend,1,NA,Verb,Social,3.07
R_1C0UWQw56hqkftu,sterilize,1,NA,Verb,Nonsocial,2.97
R_1C0UWQw56hqkftu,manhood,1,1.1875,Noun,Social,2.59
R_1C0UWQw56hqkftu,soften,1,NA,Verb,Nonsocial,2.57
R_1C0UWQw56hqkftu,percentage,1,1.3524,Noun,Nonsocial,2.9
R_1C0UWQw56hqkftu,medley,1,2.2135,Noun,Nonsocial,2.93
R_1C0UWQw56hqkftu,simplify,1,NA,Verb,Nonsocial,1.89
R_1C0UWQw56hqkftu,critique,1,1.8888,Noun,Social,2.55
R_1C0UWQw56hqkftu,figment,0,NA,Noun,Nonsocial,2.04
R_1C0UWQw56hqkftu,labor,1,0.787,Noun,Social,3.08
R_1C0UWQw56hqkftu,dioxide,1,1.8024,Noun,Nonsocial,2.81
R_1C0UWQw56hqkftu,teamwork,1,0.7657,Noun,Social,2.37
R_1C0UWQw56hqkftu,negotiate,1,NA,Verb,Social,2
R_1C0UWQw56hqkftu,fortnight,1,1.348,Noun,Nonsocial,2.71
R_1C0UWQw56hqkftu,retain,1,NA,Verb,Nonsocial,2.32
R_1C0UWQw56hqkftu,hometown,1,0.9406,Noun,Social,3.33
R_1C0UWQw56hqkftu,finale,1,1.2301,Noun,Nonsocial,2.76
R_1C0UWQw56hqkftu,attend,1,NA,Verb,Social,3.17
R_1C0UWQw56hqkftu,banish,1,NA,Verb,Social,2.41
R_1C0UWQw56hqkftu,endorse,1,NA,Verb,Social,2.41
R_1C0UWQw56hqkftu,deteriorate,1,NA,Verb,Nonsocial,3
R_1C0UWQw56hqkftu,fraction,0,NA,Noun,Nonsocial,3.1
R_1C0UWQw56hqkftu,patriot,1,1.3176,Noun,Social,3.36
R_1C0UWQw56hqkftu,donate,1,NA,Verb,Social,2.88
R_1C0UWQw56hqkftu,dissolve,1,NA,Verb,Nonsocial,3.15
R_1C0UWQw56hqkftu,ingredient,1,2.1118,Noun,Nonsocial,3.84
R_1C0UWQw56hqkftu,impediment,1,2.7252,Noun,Nonsocial,2.56
R_1C0UWQw56hqkftu,openness,0,NA,Noun,Social,1.9
R_1C0UWQw56hqkftu,solitude,0,NA,Noun,Social,2.07
R_1C0UWQw56hqkftu,communicate,1,NA,Verb,Social,3.43
R_1C0UWQw56hqkftu,temptress,1,2.1003,Noun,Social,3.08
R_1C0UWQw56hqkftu,excursion,1,1.0031,Noun,Social,2.93
R_1C0UWQw56hqkftu,reflect,1,NA,Verb,Nonsocial,2.81
R_1C0UWQw56hqkftu,allergy,1,1.7721,Noun,Nonsocial,3.68
R_1C0UWQw56hqkftu,reunite,1,NA,Verb,Social,2.86
R_1C0UWQw56hqkftu,manipulate,1,NA,Verb,Social,2.55
R_1C0UWQw56hqkftu,summarize,1,NA,Verb,Nonsocial,2.32
R_1C0UWQw56hqkftu,maximize,1,NA,Verb,Nonsocial,1.79
R_1C0UWQw56hqkftu,onset,1,1.4851,Noun,Nonsocial,2.14
R_1C0UWQw56hqkftu,congratulate,1,NA,Verb,Social,3.04
R_1C0UWQw56hqkftu,infiltrate,1,NA,Verb,Social,2.71
R_1C0UWQw56hqkftu,volumes,1,1.912,Noun,Nonsocial,3.03
R_1C0UWQw56hqkftu,royalty,1,2.4117,Noun,Social,3.11
R_1C0UWQw56hqkftu,advise,1,NA,Verb,Social,2.03
R_1C0UWQw56hqkftu,stepson,1,0.788,Noun,Social,3.68
R_1C0UWQw56hqkftu,impregnate,1,NA,Verb,Social,3.29
R_1C0UWQw56hqkftu,guidance,1,1.0239,Noun,Social,2.46
R_1C0UWQw56hqkftu,presenter,1,0.8472,Noun,Social,3.96
R_1C0UWQw56hqkftu,hierarchy,1,0.8972,Noun,Social,2.59
R_1C0UWQw56hqkftu,career,1,2.017,Noun,Social,2.54
R_1C0UWQw56hqkftu,participate,1,NA,Verb,Social,2.59
R_1C0UWQw56hqkftu,physics,1,1.5169,Noun,Nonsocial,3.07
R_1C0UWQw56hqkftu,potency,0,NA,Noun,Nonsocial,2.32
R_1C0UWQw56hqkftu,interact,1,NA,Verb,Social,2.88
R_1C0UWQw56hqkftu,countdown,1,1.6211,Noun,Nonsocial,3.3
R_1C0UWQw56hqkftu,generate,1,NA,Verb,Nonsocial,2.23
R_1C0UWQw56hqkftu,recreate,1,NA,Verb,Nonsocial,2.41
R_1C0UWQw56hqkftu,flirtation,1,1.7394,Noun,Social,2.19
R_1C0UWQw56hqkftu,stealth,1,0.9373,Noun,Nonsocial,2.76
R_1C0UWQw56hqkftu,reviewer,1,2.0051,Noun,Social,3.67
R_1C0UWQw56hqkftu,visualize,1,NA,Verb,Nonsocial,2.45
R_1C0UWQw56hqkftu,cherish,1,NA,Verb,Social,1.73
R_1C0UWQw56hqkftu,arise,1,NA,Verb,Nonsocial,3.17
R_1C0UWQw56hqkftu,refuel,1,NA,Verb,Nonsocial,3.53
R_1C0UWQw56hqkftu,aggressor,1,0.9284,Noun,Social,3.29
R_1C0UWQw56hqkftu,conclude,1,NA,Verb,Nonsocial,1.78
R_1C0UWQw56hqkftu,artistry,1,1.002,Noun,Social,2
R_1C0UWQw56hqkftu,replicate,1,NA,Verb,Nonsocial,3.33
R_1C0UWQw56hqkftu,etiquette,1,1.8603,Noun,Social,2.15
R_1C0UWQw56hqkftu,community,1,1.2632,Noun,Social,3.52
R_1C0UWQw56hqkftu,confide,1,NA,Verb,Social,1.81
R_1C0UWQw56hqkftu,bribery,1,1.1996,Noun,Social,2.89
R_1C0UWQw56hqkftu,accelerate,1,NA,Verb,Nonsocial,3.48
R_1C0UWQw56hqkftu,foresight,1,2.4893,Noun,Nonsocial,1.79
R_1C0UWQw56hqkftu,contribute,1,NA,Verb,Social,2.13
R_1C0UWQw56hqkftu,tolerate,1,NA,Verb,Social,1.78
R_1C0UWQw56hqkftu,lighten,1,NA,Verb,Nonsocial,2.93
R_1C0UWQw56hqkftu,dominate,1,NA,Verb,Social,2.12
R_1C0UWQw56hqkftu,obstruct,1,NA,Verb,Nonsocial,2.46
R_1C0UWQw56hqkftu,discontinue,1,NA,Verb,Nonsocial,2.5
R_1C0UWQw56hqkftu,cleanse,1,NA,Verb,Nonsocial,3.31
R_1C0UWQw56hqkftu,mankind,1,0.9598,Noun,Social,2.97
R_1C0UWQw56hqkftu,attract,1,NA,Verb,Social,2.73
R_1C0UWQw56hqkftu,conjure,1,NA,Verb,Nonsocial,2.3
R_1C0UWQw56hqkftu,install,1,NA,Verb,Nonsocial,3.19
R_1C0UWQw56hqkftu,subside,1,NA,Verb,Nonsocial,2.26
R_1C0UWQw56hqkftu,invade,1,NA,Verb,Social,3.28
R_1C0UWQw56hqkftu,unhook,1,NA,Verb,Nonsocial,3.34
R_1C0UWQw56hqkftu,restore,1,NA,Verb,Nonsocial,2.79
R_1C0UWQw56hqkftu,mutiny,1,1.3577,Noun,Social,2.24
R_1C0UWQw56hqkftu,chapter,1,0.6108,Noun,Nonsocial,3.43
R_1C0UWQw56hqkftu,tourism,1,0.7861,Noun,Social,3
R_1C0UWQw56hqkftu,govern,1,NA,Verb,Social,2.21
R_1C0UWQw56hqkftu,summary,1,1.5599,Noun,Nonsocial,3.03
R_1C0UWQw56hqkftu,reproduce,1,NA,Verb,Social,3.48
R_1C0UWQw56hqkftu,monarchy,1,0.7359,Noun,Social,2.55
R_1C0UWQw56hqkftu,suffice,1,NA,Verb,Nonsocial,1.72
R_1C0UWQw56hqkftu,warfare,1,0.9635,Noun,Social,3.03
R_1C0UWQw56hqkftu,deduct,1,NA,Verb,Nonsocial,2.31
R_1C0UWQw56hqkftu,distortion,1,2.2028,Noun,Nonsocial,2.3
R_1C0UWQw56hqkftu,inhabit,1,NA,Verb,Social,3.21
R_1C0UWQw56hqkftu,precedent,1,1.8482,Noun,Nonsocial,1.63
R_1C0UWQw56hqkftu,absorb,1,NA,Verb,Nonsocial,3.11
R_1C0UWQw56hqkftu,catalyst,1,0.9026,Noun,Nonsocial,2.85
R_1C0UWQw56hqkftu,fireside,1,2.6952,Noun,Nonsocial,3.84
R_1C0UWQw56hqkftu,authorize,1,NA,Verb,Social,2.22
R_1C0UWQw56hqkftu,esteem,1,1.3441,Noun,Social,1.83
R_1C0UWQw56hqkftu,pacify,1,NA,Verb,Social,2.04
R_1C0UWQw56hqkftu,pray,1,NA,Verb,Social,3.21
R_1C0UWQw56hqkftu,liberate,1,NA,Verb,Social,2.29
R_1C0UWQw56hqkftu,compound,1,0.9495,Noun,Nonsocial,3.03
R_1C0UWQw56hqkftu,assess,1,NA,Verb,Nonsocial,2.26
R_1C0UWQw56hqkftu,layer,1,1.0906,Noun,Nonsocial,3.52
R_1C0UWQw56hqkftu,calculate,1,NA,Verb,Nonsocial,2.74
R_1C0UWQw56hqkftu,unload,1,NA,Verb,Nonsocial,3.21
R_1C0UWQw56hqkftu,persuade,1,NA,Verb,Social,2.07
R_1C0UWQw56hqkftu,ancestry,1,1.2693,Noun,Social,2.83
R_1C0UWQw56hqkftu,privilege,1,0.9688,Noun,Social,1.93
R_1C0UWQw56hqkftu,tell,1,NA,Verb,Social,2.9
R_1C0UWQw56hqkftu,size,1,1.6114,Noun,Nonsocial,3.13
R_1C0UWQw56hqkftu,finalize,1,NA,Verb,Nonsocial,2.14
R_1C0UWQw56hqkftu,compete,1,NA,Verb,Social,2.57
R_1C0UWQw56hqkftu,replenish,1,NA,Verb,Nonsocial,2.18
R_1C0UWQw56hqkftu,colony,1,0.9069,Noun,Social,3.77
R_1C0UWQw56hqkftu,series,1,1.973,Noun,Nonsocial,2.92
R_1C0UWQw56hqkftu,variation,1,2.1175,Noun,Nonsocial,2.46
R_1C0UWQw56hqkftu,detail,1,0.7322,Noun,Nonsocial,2.5
R_1C0UWQw56hqkftu,seminar,1,1.1559,Noun,Social,3.48
R_1C0UWQw56hqkftu,genie,1,1.6209,Noun,Nonsocial,3.25
R_1C0UWQw56hqkftu,reference,1,1.5816,Noun,Nonsocial,2.38
R_1C0UWQw56hqkftu,anomaly,1,2.1418,Noun,Nonsocial,1.79
R_1C0UWQw56hqkftu,stardom,1,0.9192,Noun,Social,2.26
R_1C0UWQw56hqkftu,attendance,1,0.9307,Noun,Social,3.07
R_1C0UWQw56hqkftu,enhance,1,NA,Verb,Nonsocial,2.21
R_1C0UWQw56hqkftu,coexist,1,NA,Verb,Social,2.25
R_1C0UWQw56hqkftu,dialect,1,0.8671,Noun,Social,2.67
R_1C0UWQw56hqkftu,alignment,1,1.3314,Noun,Nonsocial,3.26
R_1C0UWQw56hqkftu,diversity,1,0.8867,Noun,Social,2.28
R_1C0UWQw56hqkftu,exhibition,1,1.7859,Noun,Social,3.52
R_1C0UWQw56hqkftu,rearrange,1,NA,Verb,Nonsocial,3.26
R_1C0UWQw56hqkftu,trajectory,1,1.2353,Noun,Nonsocial,3.1
R_1C0UWQw56hqkftu,monogamy,1,0.8141,Noun,Social,1.7
R_1C0UWQw56hqkftu,straighten,1,NA,Verb,Nonsocial,3.72
R_1C0UWQw56hqkftu,wrestle,1,NA,Verb,Social,4.33
R_1C0UWQw56hqkftu,renew,1,NA,Verb,Nonsocial,2.07
R_1C0UWQw56hqkftu,persuasion,1,1.4481,Noun,Social,1.9
R_1C0UWQw56hqkftu,bleeder,1,1.5316,Noun,Nonsocial,3.5
R_1C0UWQw56hqkftu,congress,1,1.588,Noun,Social,3.9
R_1C0UWQw56hqkftu,supervise,1,NA,Verb,Social,2.48
R_1C0UWQw56hqkftu,savior,1,1.3067,Noun,Social,3.04
R_1C0UWQw56hqkftu,unravel,1,NA,Verb,Nonsocial,2.59
R_1C0UWQw56hqkftu,contain,1,NA,Verb,Nonsocial,2.74
R_1C0UWQw56hqkftu,nightfall,1,1.0235,Noun,Nonsocial,3.79
R_1C0UWQw56hqkftu,maintain,1,NA,Verb,Nonsocial,2.32
R_1C0UWQw56hqkftu,outage,1,1.2708,Noun,Nonsocial,2.83
R_1C0UWQw56hqkftu,standstill,1,1.941,Noun,Nonsocial,2.39
R_1C0UWQw56hqkftu,extend,1,NA,Verb,Nonsocial,2.93
R_1C0UWQw56hqkftu,hover,1,NA,Verb,Nonsocial,3.17
R_1C0UWQw56hqkftu,remarry,1,NA,Verb,Social,2.72
R_1C0UWQw56hqkftu,heroism,1,0.9394,Noun,Social,2.67
R_1C0UWQw56hqkftu,minimize,1,NA,Verb,Nonsocial,2.37
R_1C0UWQw56hqkftu,advertise,1,NA,Verb,Social,2.81
R_1C0UWQw56hqkftu,foreigner,1,1.2432,Noun,Social,3.32
R_1C0UWQw56hqkftu,option,1,2.493,Noun,Nonsocial,2.39
R_1C0UWQw56hqkftu,preach,1,NA,Verb,Social,3.37
R_1C0UWQw56hqkftu,migraine,1,1.4494,Noun,Nonsocial,3.2
R_1C0UWQw56hqkftu,taunt,1,NA,Verb,Social,2.93
R_1C0UWQw56hqkftu,rebellion,1,1.4132,Noun,Social,2.93
R_1C0UWQw56hqkftu,reconcile,1,NA,Verb,Social,1.79
R_1C0UWQw56hqkftu,terminate,1,NA,Verb,Nonsocial,2.29
R_1C0UWQw56hqkftu,behavior,1,0.8771,Noun,Social,2.19
R_1C0UWQw56hqkftu,history,1,1.0598,Noun,Social,2.96
R_1C0UWQw56hqkftu,tremble,1,NA,Verb,Nonsocial,3.61
R_1C0UWQw56hqkftu,nobility,1,1.5087,Noun,Social,2.81
R_1C0UWQw56hqkftu,postpone,1,NA,Verb,Nonsocial,2.29
R_1C0UWQw56hqkftu,freshen,1,NA,Verb,Nonsocial,2.17
R_1C0UWQw56hqkftu,drawback,1,1.7909,Noun,Nonsocial,2.52
R_1C0UWQw56hqkftu,administer,1,NA,Verb,Social,2.53
R_1C0UWQw56hqkftu,impress,1,NA,Verb,Social,2.07
R_1C0UWQw56hqkftu,assist,1,NA,Verb,Social,2.52
R_1C0UWQw56hqkftu,metaphor,1,1.0394,Noun,Nonsocial,1.94
R_1C0UWQw56hqkftu,confront,1,NA,Verb,Social,2.43
R_1C0UWQw56hqkftu,connect,1,NA,Verb,Social,2.88
R_1C0UWQw56hqkftu,humility,1,1.8157,Noun,Social,1.75
R_1C0UWQw56hqkftu,decipher,1,NA,Verb,Nonsocial,2.83
R_1C0UWQw56hqkftu,invite,1,NA,Verb,Social,3
R_1C0UWQw56hqkftu,corruption,1,0.9184,Noun,Social,2.39
R_1C0UWQw56hqkftu,ventilation,1,1.6135,Noun,Nonsocial,3.48
R_1C0UWQw56hqkftu,straddle,1,NA,Verb,Nonsocial,3.74
R_1C0UWQw56hqkftu,dignify,1,NA,Verb,Social,1.71
R_1C0UWQw56hqkftu,wrapper,1,0.8441,Noun,Nonsocial,4.39
R_1C0UWQw56hqkftu,greet,1,NA,Verb,Social,2.96
R_1C0UWQw56hqkftu,morale,1,1.8047,Noun,Social,1.85
R_1C0UWQw56hqkftu,timing,1,1.1023,Noun,Nonsocial,2.86
R_1C0UWQw56hqkftu,gravity,1,1.8243,Noun,Nonsocial,2.86
R_1C0UWQw56hqkftu,dimension,1,1.6734,Noun,Nonsocial,2.5
R_1C0UWQw56hqkftu,classify,1,NA,Verb,Nonsocial,2.41
R_1C0UWQw56hqkftu,decompose,1,NA,Verb,Nonsocial,3
R_1C0UWQw56hqkftu,entrust,0,1.3762,Verb,Social,2.16
R_1C0UWQw56hqkftu,simplicity,1,0.9636,Noun,Nonsocial,1.96
R_1C0UWQw56hqkftu,mingle,1,NA,Verb,Social,3.17
R_1C0UWQw56hqkftu,scramble,1,NA,Verb,Nonsocial,3.31
R_1C0UWQw56hqkftu,reconstruct,1,NA,Verb,Nonsocial,3.2
R_1CjeqcwydTxegvz,volumes,1,1.0061,Noun,Nonsocial,3.03
R_1CjeqcwydTxegvz,tolerate,1,NA,Verb,Social,1.78
R_1CjeqcwydTxegvz,reference,1,1.5063,Noun,Nonsocial,2.38
R_1CjeqcwydTxegvz,conspire,1,NA,Verb,Social,2.67
R_1CjeqcwydTxegvz,talker,1,1.8865,Noun,Social,4.39
R_1CjeqcwydTxegvz,onset,0,NA,Noun,Nonsocial,2.14
R_1CjeqcwydTxegvz,congratulate,1,NA,Verb,Social,3.04
R_1CjeqcwydTxegvz,consult,1,NA,Verb,Social,3.04
R_1CjeqcwydTxegvz,greet,1,NA,Verb,Social,2.96
R_1CjeqcwydTxegvz,tell,1,NA,Verb,Social,2.9
R_1CjeqcwydTxegvz,metaphor,1,1.0977,Noun,Nonsocial,1.94
R_1CjeqcwydTxegvz,jiffy,1,2.2024,Noun,Nonsocial,2.33
R_1CjeqcwydTxegvz,classify,1,NA,Verb,Nonsocial,2.41
R_1CjeqcwydTxegvz,confide,1,NA,Verb,Social,1.81
R_1CjeqcwydTxegvz,supervise,1,NA,Verb,Social,2.48
R_1CjeqcwydTxegvz,humility,1,1.5203,Noun,Social,1.75
R_1CjeqcwydTxegvz,fidelity,1,2.4509,Noun,Social,1.87
R_1CjeqcwydTxegvz,suffice,1,NA,Verb,Nonsocial,1.72
R_1CjeqcwydTxegvz,feedback,1,1.3023,Noun,Social,2.48
R_1CjeqcwydTxegvz,manipulate,1,NA,Verb,Social,2.55
R_1CjeqcwydTxegvz,pacify,1,NA,Verb,Social,2.04
R_1CjeqcwydTxegvz,banish,1,NA,Verb,Social,2.41
R_1CjeqcwydTxegvz,layer,1,1.263,Noun,Nonsocial,3.52
R_1CjeqcwydTxegvz,volume,1,1.8127,Noun,Nonsocial,3.07
R_1CjeqcwydTxegvz,infiltrate,1,NA,Verb,Social,2.71
R_1CjeqcwydTxegvz,scramble,0,2.5799,Verb,Nonsocial,3.31
R_1CjeqcwydTxegvz,inhabit,1,NA,Verb,Social,3.21
R_1CjeqcwydTxegvz,management,1,1.4123000000000001,Noun,Social,2.72
R_1CjeqcwydTxegvz,presenter,1,1.13,Noun,Social,3.96
R_1CjeqcwydTxegvz,invite,1,NA,Verb,Social,3
R_1CjeqcwydTxegvz,solitude,1,1.7285,Noun,Social,2.07
R_1CjeqcwydTxegvz,impediment,1,2.0849,Noun,Nonsocial,2.56
R_1CjeqcwydTxegvz,reinforce,1,NA,Verb,Nonsocial,2.32
R_1CjeqcwydTxegvz,soften,1,NA,Verb,Nonsocial,2.57
R_1CjeqcwydTxegvz,pronounce,1,NA,Verb,Nonsocial,2.63
R_1CjeqcwydTxegvz,accelerate,1,NA,Verb,Nonsocial,3.48
R_1CjeqcwydTxegvz,chapter,1,0.8798,Noun,Nonsocial,3.43
R_1CjeqcwydTxegvz,advise,1,NA,Verb,Social,2.03
R_1CjeqcwydTxegvz,excursion,1,1.0645,Noun,Social,2.93
R_1CjeqcwydTxegvz,persuade,1,NA,Verb,Social,2.07
