intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,embResp.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,k,1,,,,,,A2_B2,congratulate,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,1.1635,,,,0,25,25,191,1,59,A1_B1,5.76,Verb,1,9.57,3.04,6.33,2.555,12,,,
,,,,,1,,,,,,A1_B1,volumes,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,26,26,144,1,45,A2_B2,2,Noun,1,9.58,3.03,6,1.74,7,,,
,,,,,1,,,,,,A2_B1,warfare,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,27,27,150,1,46,A2_B2,5.571428571,Noun,1,8.95,3.03,3.14,2.179,7,,,
,,,,,1,,,,,,A1_B1,bleeder,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,28,28,148,1,46,A2_B2,2.8,Noun,1,9.76,3.5,3.29,1.785,7,,,
,,,,,1,,,,,,A2_B1,hierarchy,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,29,29,110,1,35,A1_B2,6.208333333,Noun,1,11.11,2.59,4.95,1.518,9,,,
,,,,k,1,,,,,,A1_B2,summarize,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,1.114,,,,0,30,30,213,1,66,A1_B1,2.75,Verb,1,10.74,2.32,4.89,1.322,9,,,
,,,,k,1,,,,,,A1_B2,install,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.6971,,,,0,31,31,101,1,33,A1_B1,2.571428571,Verb,1,10.14,3.19,5.95,2.143,7,,,
,,,,k,1,,,,,,A1_B2,cleanse,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.7965,,,,0,32,32,253,1,5,A2_B1,2.75,Verb,1,8.11,3.31,6.65,1.875,7,,,
,,,,,1,,,,,,A1_B1,option,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,33,33,220,1,68,A2_B2,2.791666667,Noun,1,8.79,2.39,6.37,2.868,6,,,
,,,,k,0,,,,,,A2_B1,esteem,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,2.3715,,,,0,34,34,42,1,14,A1_B2,5.217391304,Noun,1,10.55,1.83,6.38,1.94,6,,,
,,,,,1,,,,,,A2_B1,labor,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,35,35,26,1,8,A2_B1,5.523809524,Noun,0.97,8.28,3.08,4.74,2.794,5,,,
,,,,k,1,,,,,,A2_B2,banish,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.813,,,,0,36,36,35,1,10,A2_B2,5.136363636,Verb,1,9.89,2.41,3.85,1.845,6,,,
,,,,k,1,,,,,,A2_B2,confront,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.8628,,,,0,37,37,111,1,35,A1_B2,5.086956522,Verb,1,9.89,2.43,4.59,2.34,8,,,
,,,,,1,,,,,,A1_B1,trajectory,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,38,38,120,1,39,A2_B2,2,Noun,1,11.94,3.1,4.89,1.978,10,,,
,,,,,1,,,,,,A1_B1,migraine,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,39,39,112,1,36,A1_B2,2.956521739,Noun,0.93,10,3.2,2.68,1.982,8,,,
,,,,k,1,,,,,,A1_B2,reinforce,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.8465,,,,0,40,40,21,1,7,A2_B1,2.904761905,Verb,1,10.2,2.32,5.53,1.69,9,,,
,,,,k,1,,,,,,A2_B2,dignify,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.7981,,,,0,41,41,199,1,61,A1_B2,5.173913043,Verb,1,10.47,1.71,5.68,1.491,7,,,
,,,,k,1,,,,,,A1_B2,unravel,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,1.2638,,,,0,42,42,129,1,41,A1_B1,2.8,Verb,1,10.16,2.59,4.39,1.699,7,,,
,,,,,1,,,,,,A1_B1,gravity,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,43,43,208,1,65,A2_B1,2.041666667,Noun,1,8.39,2.86,5.81,2.546,7,,,
,,,,,1,,,,,,A2_B1,openness,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,44,44,126,1,40,A1_B2,5.090909091,Noun,1,8.68,1.9,6.52,1.322,8,,,
,,,,,1,,,,,,A2_B1,career,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,45,45,170,1,53,A1_B1,5.24,Noun,0.99,9.95,2.54,6.11,3.363,6,,,
,,,,,1,,,,,,A2_B1,humanity,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,46,46,146,1,45,A2_B2,6.19047619,Noun,1,9.28,2.36,6.78,2.696,8,,,
,,,,,1,,,,,,A1_B1,dioxide,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,47,47,12,1,5,A2_B1,1.363636364,Noun,1,11.4,2.81,4.58,1.724,7,,,
,,,,,1,,,,,,A1_B1,timing,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,48,48,136,1,43,A1_B2,2.714285714,Noun,0.96,8.84,2.86,5.67,2.884,6,,,
,,,,k,1,,,,,,A2_B2,impregnate,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,1.0964,,,,0,49,49,175,1,54,A2_B1,5.44,Verb,1,12.95,3.29,4.5,1.362,10,,,
,,,,k,1,,,,,,A2_B2,advertise,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.9626,,,,0,50,50,11,1,4,A1_B2,5.434782609,Verb,1,9.63,2.81,5.16,1.929,9,,,
,,,,,1,,,,,,A2_B1,community,,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,,,,,0,51,51,38,1,12,A1_B2,6.458333333,Noun,1,7.28,3.52,6.09,3.172,9,,,
,,,,k,1,,,,,,A1_B2,adjust,k,R_RQwCSwgVb4rNANH,MainVerb,2022-06-13_20h34.24.304,SCT_verb,2021.2.3,Win32,58.31243804,0.7297,,,,0,52,52,137,1,43,A1_B2,2.608695652,Verb,1,8.43,2.93,5.76,2.459,6,,,
