intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,embResp.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,,1,,,,,,A2_B1,labor,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,32,32,26,1,8,A2_B1,5.523809524,Noun,0.97,8.28,3.08,4.74,2.794,5,,,
,,,,,1,,,,,,A1_B1,dynamo,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,33,33,176,1,55,A2_B1,2.333333333,Noun,1,12.32,2.71,6.21,1.431,6,,,
,,,,k,1,,,,,,A2_B2,donate,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.5187,,,,0,34,34,223,1,68,A2_B2,5.181818182,Verb,1,8.2,2.88,6.7,2.31,6,,,
,,,,,1,,,,,,A1_B1,volume,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,35,35,84,1,27,A2_B2,2.772727273,Noun,1,6.35,3.07,5.25,2.55,6,,,
,,,,k,0,,,,,,A1_B1,array,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,1.3473,,,,0,36,36,40,1,14,A1_B2,2.363636364,Noun,1,10.79,2.54,5.9,2.037,5,,,
,,,,,1,,,,,,A2_B1,exhibition,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,37,37,66,1,21,A2_B1,5.272727273,Noun,1,11.25,3.52,5.53,2.318,10,,,
,,,,,1,,,,,,A2_B1,openness,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,38,38,126,1,40,A1_B2,5.090909091,Noun,1,8.68,1.9,6.52,1.322,8,,,
,,,,k,1,,,,,,A2_B2,participate,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.7368,,,,0,39,39,239,1,1,A2_B1,5.869565217,Verb,1,7.05,2.59,5.5,2.352,11,,,
,,,,,1,,,,,,A2_B1,stardom,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,40,40,118,1,37,A2_B1,5.238095238,Noun,1,10.06,2.26,5.85,1.505,7,,,
,,,,,1,,,,,,A2_B1,feedback,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,41,41,62,1,20,A2_B1,5.545454545,Noun,1,10.7,2.48,5.91,2.149,8,,,
,,,,k,1,,,,,,A2_B2,conspire,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,1.0487,,,,0,42,42,15,1,5,A2_B1,5.5,Verb,0.9,11,2.67,3.9,1.505,8,,,
,,,,k,1,,,,,,A2_B2,infiltrate,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.5156,,,,0,43,43,123,1,39,A2_B2,5,Verb,1,12,2.71,4.41,1.935,10,,,
,,,,k,0,,,,,,A2_B1,sinner,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,1.2972,,,,0,44,44,206,1,63,A2_B2,5.818181818,Noun,0.92,7.35,3.07,3.25,2.104,6,,,
,,,,,1,,,,,,A1_B1,precedent,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,45,45,164,1,52,A1_B1,2.590909091,Noun,1,10.53,1.63,5.25,2.107,9,,,
,,,,k,1,,,,,,A1_B2,decompose,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.7875,,,,0,46,46,113,1,36,A1_B2,1.826086957,Verb,1,10.48,3,2.42,1.398,9,,,
,,,,k,1,,,,,,A1_B2,hover,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.9181,,,,0,47,47,249,1,4,A1_B1,2.75,Verb,1,8.58,3.17,5.5,1.778,5,,,
,,,,k,1,,,,,,A2_B2,accompany,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.7725,,,,0,48,48,67,1,21,A2_B1,5.782608696,Verb,1,10.75,3.07,5.47,2.386,9,,,
,,,,k,1,,,,,,A2_B2,assist,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.5887,,,,0,49,49,139,1,43,A1_B2,5.958333333,Verb,0.93,8.75,2.52,5.95,2.603,6,,,
,,,,k,1,,,,,,A2_B2,advise,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,1.5973,,,,0,50,50,171,1,53,A1_B1,5.590909091,Verb,1,8.89,2.03,5.44,2.795,6,,,
,,,,,1,,,,,,A1_B1,onset,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,51,51,32,1,10,A2_B2,2.304347826,Noun,1,10.72,2.14,4.35,1.643,5,,,
,,,,,1,,,,,,A1_B1,shallows,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,52,52,108,1,35,A1_B2,2.347826087,Noun,1,11.39,3.33,5.37,1.322,8,,,
,,,,,1,,,,,,A2_B1,attendance,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,53,53,238,1,1,A2_B1,5.090909091,Noun,1,7.11,3.07,5.95,2.134,10,,,
,,,,k,1,,,,,,A2_B2,authorize,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.5764,,,,0,54,54,23,1,7,A2_B1,5.086956522,Verb,1,9.84,2.22,5.37,2.025,9,,,
,,,,,1,,,,,,A2_B1,excursion,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,55,55,6,1,2,A2_B1,5.260869565,Noun,1,10.11,2.93,5.83,1.544,9,,,
,,,,,1,,,,,,A1_B1,migraine,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,,,,,0,56,56,112,1,36,A1_B2,2.956521739,Noun,0.93,10,3.2,2.68,1.982,8,,,
,,,,k,1,,,,,,A2_B2,attend,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.5654,,,,0,57,57,31,1,9,A1_B1,5.76,Verb,1,7.72,3.17,5.4,2.855,6,,,
,,,,k,0,,,,,,A2_B1,corruption,,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.5125,,,,0,58,58,2,1,1,A2_B1,5.5,Noun,1,11.17,2.39,3,2.34,10,,,
,,,,k,1,,,,,,A1_B2,recreate,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.8309,,,,0,59,59,117,1,37,A2_B1,2.894736842,Verb,1,9.21,2.41,6,1.732,8,,,
,,,,k,1,,,,,,A1_B2,finalize,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.5709,,,,0,60,60,197,1,61,A1_B2,2.545454545,Verb,1,10.3,2.14,5.6,1.431,8,,,
,,,,k,1,,,,,,A1_B2,suffice,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.9587,,,,0,61,61,261,1,7,A1_B1,2.375,Verb,1,12.26,1.72,5.52,1.929,7,,,
,,,,k,1,,,,,,A1_B2,radiate,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.9034,,,,0,62,62,177,1,55,A2_B1,2.619047619,Verb,0.89,12.5,2.93,6.9,1.447,7,,,
,,,,k,1,,,,,,A1_B2,classify,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,0.9212,,,,0,63,63,69,1,22,A2_B2,2.8,Verb,1,9.65,2.41,5.6,1.518,8,,,
,,,,k,1,,,,,,A1_B2,subside,k,R_3PaWHUr0MxhkRFt,MainVerb,2022-06-13_18h41.15.697,SCT_verb,2021.2.3,Win32,144.0507058,1.4839,,,,0,64,64,257,1,6,A1_B1,2.590909091,Verb,1,10.44,2.26,5.42,1.322,7,,,
