intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,embResp.rt,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,k,0,0.5523,,,,,,A2_B1,teamwork,,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,67,67,210,1,65,A2_B1,6.72,Noun,1,7.8,2.37,6.26,2.013,8,,,
,,,,k,1,0.7999,,,,,,A1_B2,contain,k,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,68,68,85,1,27,A2_B2,2.52,Verb,1,7.88,2.74,5,2.493,7,,,
,,,,,1,,,,,,,A1_B1,standstill,,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,69,69,212,1,66,A1_B1,2.863636364,Noun,1,10,2.39,4.74,1.431,10,,,
,,,,k,1,2.4334,,,,,,A1_B2,reconstruct,k,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,70,70,65,1,21,A2_B1,2.681818182,Verb,1,10.63,3.2,5.7,1.771,11,,,
,,,,k,1,1.7844,,,,,,A2_B2,greet,k,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,71,71,47,1,16,A1_B2,6.045454545,Verb,1,6.47,2.96,6.25,2.43,5,,,
,,,,,1,,,,,,,A1_B1,ingredient,,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,72,72,36,1,12,A1_B2,1.736842105,Noun,1,7.85,3.84,5.86,2.127,10,,,
,,,,k,1,1.8184,,,,,,A2_B2,pacify,k,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,73,73,163,1,50,A1_B2,5.476190476,Verb,1,10.37,2.04,5.67,1.322,6,,,
,,,,,1,,,,,,,A2_B1,hierarchy,,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,74,74,110,1,35,A1_B2,6.208333333,Noun,1,11.11,2.59,4.95,1.518,9,,,
,,,,k,1,1.7323,,,,,,A2_B2,attend,k,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,75,75,31,1,9,A1_B1,5.76,Verb,1,7.72,3.17,5.4,2.855,6,,,
,,,,,1,,,,,,,A1_B1,figment,,R_PNWpofcPRcPwCit,MainVerb,2022-06-13_18h24.32.465,SCT_verb,2021.2.3,Win32,60.57302078,,,,0,76,76,256,1,6,A1_B1,2.333333333,Noun,1,9.63,2.04,5,1.748,7,,,
